exp,drug_conc,Elapsed,mean_count,std_dev,number,upper,lower
Branaplam,1000,44,26.666666666666668,11.114685415433852,24,31.11346696016328,22.219866373170056
Branaplam,1000,46,25.625,11.235860679867443,24,30.1202804961571,21.1297195038429
Branaplam,1000,48,25.875,11.291830444290628,24,30.392673065587665,21.357326934412335
Branaplam,1000,50,25.041666666666668,11.023607736863276,24,29.45202829971894,20.631305033614396
Branaplam,1000,52,24.625,10.95767549135824,24,29.008983241068677,20.241016758931323
Branaplam,1000,54,24.75,11.383626685803568,24,29.304399211082956,20.195600788917044
Branaplam,1000,56,24.583333333333332,11.052903087726168,24,29.005415547755753,20.16125111891091
Branaplam,1000,58,23.875,10.6742783077501,24,28.145600753652985,19.604399246347015
Branaplam,1000,60,24.083333333333332,10.6726658854032,24,28.353288983693023,19.81337768297364
Branaplam,1000,62,23.583333333333332,10.329007977395577,24,27.71579718531349,19.450869481353173
Branaplam,1000,64,23.333333333333332,10.336371689821576,24,27.468743283862686,19.197923382803978
Branaplam,1000,66,22.958333333333332,10.42771877452493,24,27.130289729208307,18.786376937458357
Branaplam,1000,68,23.083333333333332,10.713326389074524,24,27.369556573183978,18.797110093482686
Branaplam,1000,70,22.583333333333332,9.604874969951759,24,26.426083644203246,18.74058302246342
Branaplam,1000,72,22.458333333333332,9.532457900415213,24,26.272110782261322,18.644555884405342
Branaplam,1000,74,21.625,9.725861982587858,24,25.516155197125393,17.733844802874607
Branaplam,1000,76,21.291666666666668,10.65457308089967,24,25.55438368764826,17.028949645685074
Branaplam,1000,78,20.5,10.039054173359768,24,24.51645817006527,16.48354182993473
Branaplam,1000,80,19.625,9.828142820713781,24,23.55707605489127,15.692923945108731
Branaplam,1000,82,19.541666666666668,9.296933419923622,24,23.26121469840204,15.822118634931297
Branaplam,1000,84,19.583333333333332,8.919527510720103,24,23.151887554170273,16.01477911249639
Branaplam,1250,0,38,14.946280619198413,24,43.9797576413493,32.0202423586507
Branaplam,1250,2,42.25,18.09455839412117,24,49.48933108047654,35.01066891952346
Branaplam,1250,4,41,17.13628238309125,24,47.855940828046954,34.144059171953046
Branaplam,1250,6,40.791666666666664,16.766890683379724,24,47.49982003539323,34.0835132979401
Branaplam,1250,8,40.333333333333336,16.82820269063519,24,47.06601661376391,33.600650052902765
Branaplam,1250,10,38.125,16.692389570256783,24,44.80334671569786,31.446653284302133
Branaplam,1250,12,37.416666666666664,15.90437912533271,24,43.77974354369677,31.05358978963656
Branaplam,1250,14,36.625,15.53904619086188,24,42.8419132620012,30.4080867379988
Branaplam,1250,16,35.875,15.408389865942176,24,42.03963984514017,29.710360154859828
Branaplam,1250,18,34.958333333333336,16.04742744293402,24,41.37864145685562,28.538025209811053
Branaplam,1250,20,34.75,14.727230029704367,24,40.642119153236976,28.857880846763024
Branaplam,1250,22,34,14.464348976167155,24,39.78694482734911,28.21305517265089
Branaplam,1250,24,33.291666666666664,14.31775779952284,24,39.01996280869889,27.56337052463444
Branaplam,1250,26,32.208333333333336,13.981289256551497,24,37.8020140220519,26.61465264461477
Branaplam,1250,28,32,14.334512927531414,24,37.734999589350906,26.265000410649094
Branaplam,1250,30,31.208333333333332,14.304086271341172,24,36.93115972491753,25.48550694174914
Branaplam,1250,32,31.75,14.850706321952151,24,37.69151995875549,25.808480041244508
Branaplam,1250,34,31.125,14.256386821961282,24,36.828742637292095,25.421257362707905
Branaplam,1250,36,29.75,13.10575711529927,24,34.99339487880442,24.506605121195577
Branaplam,1250,38,29.166666666666668,13.53149841205187,24,34.58039353891863,23.752939794414708
Branaplam,1250,40,27.541666666666668,12.06496605039158,24,32.36865839595204,22.714674937381297
Branaplam,1250,42,26.083333333333332,11.831853346927032,24,30.817060557197387,21.349606109469278
Branaplam,1250,44,26.458333333333332,12.28636277117551,24,31.37390219873756,21.542764467929103
Branaplam,1250,46,26.458333333333332,11.769448905374961,24,31.167093580748023,21.74957308591864
Branaplam,1250,48,25.958333333333332,11.149104727819363,24,30.418904219761465,21.4977624469052
Branaplam,1250,50,26.125,11.206801118265098,24,30.60865425013823,21.64134574986177
Branaplam,1250,52,26.708333333333332,11.007820013484748,24,31.1123785615276,22.304288105139065
Branaplam,1250,54,27,11.217222782690987,24,31.487823784290175,22.512176215709825
Branaplam,1250,56,27.291666666666668,11.979980281128675,24,32.084657006837006,22.49867632649633
Branaplam,1250,58,26.833333333333332,11.036172409367088,24,31.248721882334127,22.417944784332537
Branaplam,1250,60,27.583333333333332,11.052903087726168,24,32.00541554775575,23.16125111891091
Branaplam,1250,62,27.875,11.73738916232337,24,32.57093367882704,23.17906632117296
Branaplam,1250,64,28.375,11.255192038614311,24,32.878014650434636,23.87198534956536
Branaplam,1250,66,28.041666666666668,11.334745223222368,24,32.57650921968616,23.506824113647177
Branaplam,1250,68,28.25,11.452168961076477,24,32.83182183245353,23.66817816754647
Branaplam,1250,70,27.75,10.85176803867542,24,32.091611435293636,23.408388564706364
Branaplam,1250,72,28.958333333333332,11.160797722255406,24,33.4235823918506,24.49308427481606
Branaplam,1250,74,28,11.115989267325888,24,32.44732194289644,23.552678057103563
Branaplam,1250,76,27.708333333333332,11.600146800670302,24,32.34935863182676,23.0673080348399
Branaplam,1250,78,27.083333333333332,11.25173094574174,24,31.584963258224576,22.58170340844209
Branaplam,1250,80,26.75,12.169991604441389,24,31.619010702123308,21.880989297876692
Branaplam,1250,82,26.458333333333332,11.934528520829499,24,31.233139182131772,21.683527484534892
Branaplam,1250,84,25.791666666666668,12.332280605286932,24,30.72560649180313,20.857726841530205
Branaplam,1500,0,42.875,18.335787055823968,24,50.21084264545257,35.53915735454743
Branaplam,1500,2,45.5,18.847211764723923,24,53.04045514329977,37.95954485670023
Branaplam,1500,4,47.458333333333336,20.28488228399076,24,55.573976477739265,39.342690188927406
Branaplam,1500,6,48.208333333333336,20.07589765531461,24,56.24036521269681,40.17630145396986
Branaplam,1500,8,46.541666666666664,19.103787848092523,24,54.1847736224274,38.89855971090593
Branaplam,1500,10,44.041666666666664,17.55111582397731,24,51.06357543692121,37.019757896412116
Branaplam,1500,12,42.708333333333336,17.309156075845262,24,49.63343804312263,35.78322862354404
Branaplam,1500,14,40.958333333333336,16.47258372243874,24,47.54873939465764,34.367927272009034
Branaplam,1500,16,40.208333333333336,16.69152132245503,24,46.886332677564056,33.530333989102616
Branaplam,1500,18,40.083333333333336,16.234468608934904,24,46.57847350839652,33.58819315827015
Branaplam,1500,20,39,15.961911185558332,24,45.386094494959394,32.613905505040606
Branaplam,1500,22,37.833333333333336,15.521840619974297,24,44.04336293333125,31.623303733335423
Branaplam,1500,24,38.166666666666664,15.392450624636872,24,44.32492948715294,32.008403846180386
Branaplam,1500,26,37.25,15.948967528256846,24,43.63091595351303,30.869084046486968
Branaplam,1500,28,36.25,16.376680132856997,24,42.80203663435813,29.69796336564187
Branaplam,1500,30,34.75,14.938278813606455,24,40.72655625236483,28.77344374763517
Branaplam,1500,32,34.083333333333336,14.986709087566966,24,40.07926573071822,28.087400935948452
Branaplam,1500,34,33,14.841188280094602,24,38.93771194892492,27.06228805107508
Branaplam,1500,36,32.5,14.06815707469393,24,38.12843505420648,26.87156494579352
Branaplam,1500,38,30.791666666666668,13.612587418704942,24,36.237835898293326,25.34549743504001
Branaplam,1500,40,30.833333333333332,13.617976184526055,24,36.281658520305484,25.385008146361177
Branaplam,1500,42,31.083333333333332,14.027664179001455,24,36.69556785520628,25.47109881146039
Branaplam,1500,44,30.208333333333332,13.396882072906454,24,35.568202453067165,24.8484642135995
Branaplam,1500,46,29.75,13.135580621383646,24,35.00532676627152,24.49467323372848
Branaplam,1500,48,30.458333333333332,14.21566547607027,24,36.145784039176945,24.770882627489723
Branaplam,1500,50,30.041666666666668,13.933004815487784,24,35.616029555675375,24.46730377765796
Branaplam,1500,52,29.541666666666668,13.818636334491458,24,35.070272633562666,24.013060699770666
Branaplam,1500,54,30.333333333333332,14.391019744109947,24,36.09094035772662,24.575726308940038
Branaplam,1500,56,30.5,14.616845552753285,24,36.34795616470813,24.65204383529187
Branaplam,1500,58,30.166666666666668,13.970984424767693,24,35.75622456402516,24.577108769308175
Branaplam,1500,60,30.916666666666668,14.527086145681727,24,36.72871158937458,25.10462174395875
Branaplam,1500,62,30.666666666666668,14.615854008774072,24,36.514226131163056,24.81910720217028
Branaplam,1500,64,30.041666666666668,13.804470500424905,24,35.56460511957282,24.518728213760518
Branaplam,1500,66,29.833333333333332,14.436266730060417,24,35.60904292229629,24.057623744370375
Branaplam,1500,68,30.291666666666668,14.299526190589754,24,36.01266864598314,24.570664687350195
Branaplam,1500,70,29.333333333333332,14.983082247094167,24,35.32781469232387,23.338851974342795
Branaplam,1500,72,28.666666666666668,14.104167335645307,24,34.30950882579626,23.023824507537082
Branaplam,1500,74,27.958333333333332,13.741334555359565,24,33.45601214743253,22.460654519234133
Branaplam,1500,76,27.916666666666668,14.021463877761207,24,33.52642055140555,22.306912781927785
Branaplam,1500,78,27.291666666666668,14.03250625811576,24,32.905838423649904,21.677494909683432
Branaplam,1500,80,26.125,12.759693672212341,24,31.229940665952796,21.020059334047204
Branaplam,1500,82,25.041666666666668,12.206481409718243,24,29.925276331401136,20.1580570019322
Branaplam,1500,84,24.458333333333332,12.075772247037406,24,29.289648441699637,19.627018224967028
Branaplam,1750,0,37.583333333333336,11.096088878780536,24,42.022693462618626,33.143973204048045
Branaplam,1750,2,41,12.819821609014555,24,46.128996850813245,35.871003149186755
Branaplam,1750,4,41.291666666666664,13.50516541008007,24,46.69485814394161,35.88847518939172
Branaplam,1750,6,41.958333333333336,13.492281744266485,24,47.356370270755846,36.560296395910825
Branaplam,1750,8,41.125,13.8542490735263,24,46.66785402992912,35.58214597007088
Branaplam,1750,10,40.041666666666664,13.199074956607562,24,45.3223964576713,34.760936875662026
Branaplam,1750,12,38.166666666666664,12.647964836002416,24,43.226906488368805,33.106426844964524
Branaplam,1750,14,36.916666666666664,11.963410400291261,24,41.70302767382244,32.13030565951089
Branaplam,1750,16,37.375,12.006565233056962,24,42.17862653612359,32.57137346387641
Branaplam,1750,18,35.958333333333336,12.557620816847042,24,40.982428019489134,30.934238647177537
Branaplam,1750,20,35.916666666666664,12.40237237707811,24,40.87864904089227,30.954684292441055
Branaplam,1750,22,35.25,12.008149406711803,24,40.05426033758625,30.44573966241375
Branaplam,1750,24,34.083333333333336,11.267176902947732,24,38.59114292813602,29.57552373853065
Branaplam,1750,26,32.958333333333336,11.521168293214874,24,37.56776064798774,28.348906018678928
Branaplam,1750,28,31.75,10.087659270872376,24,35.78590425907328,27.714095740926727
Branaplam,1750,30,31.291666666666668,10.490074674027191,24,35.48857061812634,27.094762715206997
Branaplam,1750,32,30.125,10.539006223260001,24,34.34148064835723,25.90851935164277
Branaplam,1750,34,29.875,10.567844994419957,24,34.10301855980186,25.64698144019814
Branaplam,1750,36,29.375,10.553435459602717,24,33.597253545205454,25.15274645479455
Branaplam,1750,38,29.125,10.686490862604138,24,33.400486793201516,24.849513206798484
Branaplam,1750,40,28.208333333333332,10.142374161072368,24,32.26612810758593,24.150538559080733
Branaplam,1750,42,28.25,10.451752505430973,24,32.43157189083972,24.06842810916028
Branaplam,1750,44,28.083333333333332,10.86244694455114,24,32.4292172207934,23.737449445873267
Branaplam,1750,46,28,10.121006995783357,24,32.049246127725326,23.950753872274674
Branaplam,1750,48,28.75,10.233151582203199,24,32.84411330670219,24.65588669329781
Branaplam,1750,50,28.958333333333332,10.135941931590754,24,33.01355467982999,24.903111986836677
Branaplam,1750,52,29.833333333333332,9.998550619602504,24,33.83358670695107,25.833079959715594
Branaplam,1750,54,29.708333333333332,9.543853777564713,24,33.52667008267865,25.889996583988015
Branaplam,1750,56,30.208333333333332,9.735542979282116,24,34.10336173580213,26.313304930864533
Branaplam,1750,58,31.583333333333332,9.877143869281886,24,35.53501389064729,27.631652776019376
Branaplam,1750,60,32.708333333333336,9.364498949741526,24,36.4549132068703,28.96175345979637
Branaplam,1750,62,33.25,9.926906782118465,24,37.22158986892611,29.27841013107389
Branaplam,1750,64,33.666666666666664,9.462358685024467,24,37.45239858844545,29.88093474488788
Branaplam,1750,66,34.083333333333336,10.375207349071722,24,38.23428078353064,29.93238588313603
Branaplam,1750,68,34.291666666666664,9.954152145086805,24,38.27415695099057,30.30917638234276
Branaplam,1750,70,33.75,10.288237268208608,24,37.86615217110011,29.63384782889989
Branaplam,1750,72,34.041666666666664,10.59318553175318,24,38.27982355289333,29.803509780439995
Branaplam,1750,74,33.166666666666664,9.919969611921665,24,37.13548108947675,29.197852243856584
Branaplam,1750,76,33.125,9.92279983279614,24,37.09494674698705,29.15505325301295
Branaplam,1750,78,33.083333333333336,9.757568597121736,24,36.987173818214984,29.179492848451687
Branaplam,1750,80,32.125,10.148088275738141,24,36.18508089624554,28.064919103754463
Branaplam,1750,82,30.333333333333332,8.478446672062901,24,33.72541846579887,26.941248200867797
Branaplam,1750,84,30.291666666666668,8.548985023237334,24,33.71197301718572,26.871360316147616
Branaplam,2000,0,32.833333333333336,21.48137042561109,24,41.427671431348514,24.238995235318157
Branaplam,2000,2,36.5,23.06889492462693,24,45.72948017755204,27.27051982244796
Branaplam,2000,4,37.333333333333336,23.030540529945217,24,46.547468557146004,28.119198109520667
Branaplam,2000,6,37.958333333333336,23.55286222183155,24,47.381440756175095,28.535225910491576
Branaplam,2000,8,36.333333333333336,20.609551746421023,24,44.578871315682186,28.087795350984486
Branaplam,2000,10,35.666666666666664,18.897128069507342,24,43.227092491138656,28.106240842194673
Branaplam,2000,12,34.041666666666664,19.594762314070756,24,41.881204319096476,26.202129014236853
Branaplam,2000,14,32.583333333333336,17.820156312852387,24,39.71288071684372,25.453785949822947
Branaplam,2000,16,32.416666666666664,16.597319497218628,24,39.05697743146827,25.77635590186506
Branaplam,2000,18,32.25,17.592612085759182,24,39.28851073262898,25.21148926737102
Branaplam,2000,20,31.041666666666668,17.051021049795807,24,37.8634958570243,24.21983747630904
Branaplam,2000,22,30.5,18.19698971760463,24,37.78031214492457,23.219687855075428
Branaplam,2000,24,30.25,17.139453595876894,24,37.10720957740142,23.392790422598576
Branaplam,2000,26,29.75,17.683817215305858,24,36.825000384083566,22.674999615916434
Branaplam,2000,28,29.041666666666668,16.606649183427983,24,35.685710083344894,22.39762324998844
Branaplam,2000,30,27.833333333333332,16.289945329576145,24,34.3506688192316,21.315997847435064
Branaplam,2000,32,26.625,15.373077822580957,24,32.77551208543187,20.47448791456813
Branaplam,2000,34,25.916666666666668,13.846728279921253,24,31.456511752486236,20.3768215808471
Branaplam,2000,36,25.208333333333332,13.535714968561688,24,30.623747179532334,19.79291948713433
Branaplam,2000,38,25.083333333333332,12.924249760974831,24,30.25411014637038,19.912556520296285
Branaplam,2000,40,24.708333333333332,13.019981856217461,24,29.917410961311198,19.499255705355466
Branaplam,2000,42,24.041666666666668,13.228688083320927,24,29.334244175860206,18.74908915747313
Branaplam,2000,44,23.875,12.952463254061989,24,29.057064561151478,18.692935438848522
Branaplam,2000,46,24.333333333333332,12.8795985174622,24,29.486245928415883,19.18042073825078
Branaplam,2000,48,24.458333333333332,12.846854349087431,24,29.598145532669456,19.31852113399721
Branaplam,2000,50,25.041666666666668,13.093241425044173,24,30.280054226503488,19.803279106829848
Branaplam,2000,52,27.666666666666668,16.305951611942632,24,34.190405999229476,21.14292733410386
Branaplam,2000,54,28.875,14.81571580392283,24,34.80252083597094,22.947479164029065
Branaplam,2000,56,29.916666666666668,15.945332332328663,24,36.29612823890698,23.537205094426355
Branaplam,2000,58,31.583333333333332,16.972911068668438,24,38.37391202275282,24.792754643913845
Branaplam,2000,60,31.833333333333332,17.439751361078283,24,38.810687039022866,24.855979627643794
Branaplam,2000,62,33.125,18.72991678061319,24,40.61852737609144,25.631472623908557
Branaplam,2000,64,34.541666666666664,19.991257147034066,24,42.5398352900768,26.543498043256527
Branaplam,2000,66,35.333333333333336,19.40118030176126,24,43.095422050685045,27.57124461598163
Branaplam,2000,68,35.541666666666664,19.787961132898495,24,43.45849994485242,27.62483338848091
Branaplam,2000,70,36.041666666666664,18.958717546672105,24,43.62673341392647,28.456599919406855
Branaplam,2000,72,37,18.918589891380936,24,44.56901234152032,29.430987658479676
Branaplam,2000,74,37.5,19.53369441225352,24,45.31510540324109,29.68489459675891
Branaplam,2000,76,37.375,19.637613642324705,24,45.231681754303516,29.51831824569648
Branaplam,2000,78,37.333333333333336,19.861841647319324,24,45.27972497335577,29.386941693310906
Branaplam,2000,80,37.041666666666664,19.380580075373672,24,44.79551357695659,29.28781975637674
Branaplam,2000,82,36.666666666666664,19.141729208758786,24,44.32495332814467,29.008380005188656
Branaplam,2000,84,35.125,18.806364556343336,24,42.649112856368006,27.600887143631994
Risdiplam,0,0,31.416666666666668,16.740777257594875,24,38.114372489187105,24.71896084414623
Risdiplam,0,2,33.666666666666664,17.439751361078283,24,40.6440203723562,26.689312960977126
Risdiplam,0,4,33.125,17.30622531872877,24,40.048932162738375,26.201067837261625
Risdiplam,0,6,33.666666666666664,17.62573875520305,24,40.71843082734148,26.61490250599185
Risdiplam,0,8,33.75,17.348725050261336,24,40.69093559662685,26.80906440337315
Risdiplam,0,10,32.833333333333336,17.49948239400157,24,39.83458442925988,25.832082237406798
Risdiplam,0,12,31.708333333333332,16.89218797233661,24,38.46661605799597,24.950050608670693
Risdiplam,0,14,30.958333333333332,16.286775554756517,24,37.47440064518335,24.44226602148331
Risdiplam,0,16,30.458333333333332,16.67066980910059,24,37.127990334777124,23.78867633188954
Risdiplam,0,18,30.333333333333332,17.529271585517765,24,37.346502588040444,23.320164078626224
Risdiplam,0,20,30.541666666666668,18.081889009307837,24,37.775928937545764,23.307404395787575
Risdiplam,0,22,29.208333333333332,17.12861619494182,24,36.06120704733804,22.355459619328627
Risdiplam,0,24,28.458333333333332,16.016239494220603,24,34.866163678645194,22.05050298802147
Risdiplam,0,26,26.75,14.882876066137216,24,32.70439053696234,20.79560946303766
Risdiplam,0,28,25.666666666666668,14.208590991756168,24,31.351286989305674,19.982046344027662
Risdiplam,0,30,24.916666666666668,14.224646909858429,24,30.60771069440041,19.225622638932926
Risdiplam,0,32,24.541666666666668,13.720752820855513,24,30.03111107199833,19.052222261335007
Risdiplam,0,34,23.5,12.472578618365343,24,28.490070720651307,18.509929279348693
Risdiplam,0,36,22.666666666666668,11.933390008771577,24,27.441017015775817,17.89231631755752
Risdiplam,0,38,22.041666666666668,12.070370358017609,24,26.870820569314517,17.21251276401882
Risdiplam,0,40,22.083333333333332,11.721094572223812,24,26.772747818379454,17.39391884828721
Risdiplam,0,42,20.583333333333332,11.064697746973664,24,25.01013439424066,16.156532272426006
Risdiplam,0,44,19.625,10.672241523243127,24,23.89478587013583,15.35521412986417
Risdiplam,0,46,19.458333333333332,10.725747837175115,24,23.749526187437084,15.167140479229579
Risdiplam,0,48,18.75,11.433170658410894,24,23.32422092836029,14.17577907163971
Risdiplam,0,50,17.833333333333332,10.281543898050343,24,21.946807598647382,13.719859068019282
Risdiplam,0,52,16.958333333333332,10.589080375009239,24,21.194847814801655,12.721818851865008
Risdiplam,0,54,16.291666666666668,9.652569681140632,24,20.153498836157468,12.429834497175868
Risdiplam,0,56,15.333333333333334,9.434749215195028,24,19.108019166630804,11.558647500035864
Risdiplam,0,58,14.75,8.955202519983176,24,18.332827197149996,11.167172802850006
Risdiplam,0,60,14.291666666666666,9.167424211122047,24,17.95940022357132,10.623933109762014
Risdiplam,0,62,13.833333333333334,8.170289051704707,24,17.102129740528316,10.564536926138352
Risdiplam,0,64,12.958333333333334,7.997168883106542,24,16.1578672479108,9.758799418755867
Risdiplam,0,66,12.625,8.229387953363027,24,15.917440892253877,9.332559107746123
Risdiplam,0,68,12.208333333333334,8.366492001179294,24,15.555627268861144,8.861039397805524
Risdiplam,0,70,12,7.604346583140575,24,15.042372262808621,8.957627737191379
Risdiplam,0,72,10.958333333333334,6.861861622587287,24,13.703649744617767,8.2130169220489
Risdiplam,0,74,10.958333333333334,7.4102113251956565,24,13.923035316710676,7.993631349955992
Risdiplam,0,76,9.958333333333334,6.320973828843744,24,12.487249557831767,7.429417108834902
Risdiplam,0,78,8.625,5.585793314876745,24,10.859782760249248,6.390217239750752
Risdiplam,0,80,9.25,8.12002355961457,24,12.498686022004161,6.001313977995839
Risdiplam,0,82,7.791666666666667,5.897524658825029,24,10.151167939401786,5.432165393931548
Risdiplam,0,84,7.083333333333333,5.4686193048565075,24,9.271236726090574,4.895429940576092
Risdiplam,25,0,48.166666666666664,17.709409600712192,24,55.25190613738944,41.08142719594389
Risdiplam,25,2,50.5,18.731512624916103,24,57.99416584678578,43.00583415321422
Risdiplam,25,4,49.833333333333336,18.869498430390056,24,57.38270499992828,42.28396166673839
Risdiplam,25,6,50.458333333333336,18.227974598704446,24,57.75104201250235,43.16562465416432
Risdiplam,25,8,48.916666666666664,17.93930992484689,24,56.093885423408416,41.73944790992491
Risdiplam,25,10,48.583333333333336,18.570468998939678,24,56.01306831082404,41.15359835584263
Risdiplam,25,12,46.083333333333336,16.91646141090585,24,52.85132745599955,39.31533921066712
Risdiplam,25,14,45.5,16.172978000087195,24,51.970538807840356,39.029461192159644
Risdiplam,25,16,44.875,16.25158855111655,24,51.37698957844911,38.37301042155089
Risdiplam,25,18,42.791666666666664,15.079439404487927,24,48.82469891754156,36.75863441579177
Risdiplam,25,20,43.208333333333336,14.989791212011932,24,49.205498837313165,37.211167829353506
Risdiplam,25,22,42.75,15.795568998931314,24,49.06954375990335,36.43045624009665
Risdiplam,25,24,41.333333333333336,15.110223048641942,24,47.378681606906355,35.28798505976032
Risdiplam,25,26,39.541666666666664,14.992691456221237,24,45.53999250999206,33.54334082334127
Risdiplam,25,28,37.541666666666664,14.218723622367634,24,43.2303408858482,31.85299244748513
Risdiplam,25,30,36.791666666666664,13.9968293511087,24,42.39156468808112,31.191768645252207
Risdiplam,25,32,35.125,14.253336756551155,24,40.8275223569824,29.422477643017604
Risdiplam,25,34,33.5,12.90433024726331,24,38.662807347765835,28.33719265223416
Risdiplam,25,36,33.25,12.244785935601147,24,38.14893466679902,28.351065333200978
Risdiplam,25,38,32.25,12.251885391733548,24,37.151775040811714,27.34822495918829
Risdiplam,25,40,31.25,12.091139407595673,24,36.08746325305295,26.412536746947044
Risdiplam,25,42,29.875,12.066167216823569,24,34.70247229594494,25.047527704055057
Risdiplam,25,44,28.291666666666668,10.727774462932013,24,32.58367033994107,23.999662993392263
Risdiplam,25,46,26,10.392304845413264,24,30.1577878733769,21.8422121266231
Risdiplam,25,48,25.25,9.776858213236967,24,29.161557938628338,21.338442061371662
Risdiplam,25,50,24.083333333333332,8.934139050838091,24,27.657733387719002,20.508933278947662
Risdiplam,25,52,23.291666666666668,9.004729031322166,24,26.894308595131708,19.689024738201628
Risdiplam,25,54,22.25,8.788579545909714,24,25.76616412371885,18.73383587628115
Risdiplam,25,56,21.5,8.792289111834696,24,25.01764825918714,17.98235174081286
Risdiplam,25,58,21.875,9.524853074297605,24,25.68573488481144,18.06426511518856
Risdiplam,25,60,20.666666666666668,10.720426121749268,24,24.955730391169983,16.377602942163353
Risdiplam,25,62,20.25,10.915684766108056,24,24.617183452105927,15.882816547894073
Risdiplam,25,64,19.25,10.464224768228174,24,23.43656183520559,15.063438164794409
Risdiplam,25,66,18.541666666666668,11.286695386765038,24,23.0572852813672,14.026048051966136
Risdiplam,25,68,17.791666666666668,11.879756865710922,24,22.544559289588435,13.038774043744901
Risdiplam,25,70,17.708333333333332,12.5714623917294,24,22.73796580278652,12.678700863880144
Risdiplam,25,72,15.916666666666666,8.128942744596467,24,19.168921105851595,12.664412227481739
Risdiplam,25,74,15.125,10.37267522408505,24,19.274934389214195,10.975065610785803
Risdiplam,25,76,13.75,8.552904413884413,24,17.171874433359758,10.328125566640242
Risdiplam,25,78,14.083333333333334,11.309544513438606,24,18.608093502598884,9.558573164067786
Risdiplam,25,80,12.375,9.743727079064989,24,16.273302724319237,8.476697275680763
Risdiplam,25,82,11,10.266026706950752,24,15.107266095909626,6.892733904090374
Risdiplam,25,84,11.291666666666666,12.432353188238396,24,16.265643863497125,6.317689469836209
Risdiplam,50,0,40.333333333333336,18.174675803978186,24,47.604718053508186,33.061948613158485
Risdiplam,50,2,39.5,17.435595774162696,24,46.47569112466046,32.52430887533954
Risdiplam,50,4,39.708333333333336,17.271437005411105,24,46.61834727202046,32.798319394646214
Risdiplam,50,6,40.666666666666664,17.50693444390503,24,47.67089920349407,33.662434129839255
Risdiplam,50,8,40.708333333333336,18.47790494115858,24,48.10103497484346,33.315631691823214
Risdiplam,50,10,39.458333333333336,18.263718290564533,24,46.76534246757716,32.15132419908951
Risdiplam,50,12,37.541666666666664,17.17930799503885,24,44.41482132458692,30.668512008746415
Risdiplam,50,14,36.375,15.775083545565305,24,42.68634787161362,30.06365212838638
Risdiplam,50,16,36.666666666666664,18.133962052186636,24,43.92176249366559,29.41157083966774
Risdiplam,50,18,37.041666666666664,18.53429058626825,24,44.456927264535054,29.62640606879827
Risdiplam,50,20,36.75,18.321405869732764,24,44.08008897270873,29.41991102729127
Risdiplam,50,22,35.5,17.448059565713766,24,42.48067767982201,28.519322320177988
Risdiplam,50,24,34.333333333333336,17.760891738939204,24,41.4391699490783,27.227496717588373
Risdiplam,50,26,32.791666666666664,16.93973760555126,24,39.56897320667193,26.0143601266614
Risdiplam,50,28,31.333333333333332,15.15332268533199,24,37.39592505284471,25.270741613821954
Risdiplam,50,30,30.041666666666668,14.970925929561131,24,36.031284485723035,24.052048847610305
Risdiplam,50,32,29.291666666666668,14.429677048019645,24,35.064739833730336,23.518593499603
Risdiplam,50,34,27.541666666666668,13.689028188794966,24,33.0184185757301,22.064914757603233
Risdiplam,50,36,26.208333333333332,14.401024017535114,24,31.96994290069932,20.446723765967345
Risdiplam,50,38,25.541666666666668,14.218723622367634,24,31.230340885848207,19.85299244748513
Risdiplam,50,40,24.583333333333332,13.325088030271798,24,29.9144788537995,19.252187812867163
Risdiplam,50,42,23.75,13.562255808260499,24,29.176032393584826,18.323967606415174
Risdiplam,50,44,21.833333333333332,12.167907421347877,24,26.7015101885554,16.965156478111265
Risdiplam,50,46,21.583333333333332,11.828178097300077,24,26.3155901511077,16.851076515558965
Risdiplam,50,48,19.708333333333332,10.547940935131107,24,23.928388610920784,15.488278055745878
Risdiplam,50,50,19.208333333333332,9.320287207119124,24,22.937224825893157,15.479441840773509
Risdiplam,50,52,18.083333333333332,9.69946958059705,24,21.96392937052462,14.202737296142043
Risdiplam,50,54,16.791666666666668,8.118573266532609,24,20.039772450592874,13.543560882740461
Risdiplam,50,56,15.708333333333334,8.105173692137026,24,18.9510781709864,12.465588495680269
Risdiplam,50,58,15.541666666666666,8.17195185383818,24,18.81112833326745,12.272205000065881
Risdiplam,50,60,14.458333333333334,8.17195185383818,24,17.72779499993412,11.188871666732549
Risdiplam,50,62,13.458333333333334,7.235054560454511,24,16.352958015937297,10.563708650729371
Risdiplam,50,64,12.75,6.89832998063583,24,15.509906793217187,9.990093206782813
Risdiplam,50,66,12.333333333333334,6.585007125324901,24,14.967884876907457,9.698781789759211
Risdiplam,50,68,11.75,7.01705995661877,24,14.5574086767446,8.9425913232554
Risdiplam,50,70,11.5,7.35438349025526,24,14.44236619756612,8.55763380243388
Risdiplam,50,72,10.583333333333334,6.466748841551691,24,13.170571709567525,7.996094957099142
Risdiplam,50,74,9.291666666666666,5.92327147170685,24,11.661468809898803,6.921864523434528
Risdiplam,50,76,9.333333333333334,7.069017929865055,24,12.161529528756622,6.5051371379100456
Risdiplam,50,78,8.666666666666666,6.3633916760787566,24,11.212553564511571,6.120779768821761
Risdiplam,50,80,8.25,6.166177027172897,24,10.716984605440063,5.783015394559937
