exp,drug_conc,Elapsed,mean_conf,std_dev,number,upper,lower
Branaplam,50,38,52.073370833333335,13.703187444804955,24,57.55578762461588,46.59095404205079
Branaplam,50,40,55.85449375,14.55930343171523,24,61.67942827161555,50.02955922838446
Branaplam,50,42,59.363843333333335,15.004870737528405,24,65.367041904016,53.360644762650665
Branaplam,50,44,62.782284583333336,15.136927659774688,24,68.83831692651195,56.72625224015472
Branaplam,50,46,65.894315,15.206927048463372,24,71.97835293132898,59.810277068671034
Branaplam,50,48,69.34729791666666,15.198922492047565,24,75.42813335845241,63.26646247488091
Branaplam,50,50,72.33955,14.858467215239234,24,78.28417496274407,66.39492503725593
Branaplam,50,52,75.18431208333334,14.340428156684068,24,80.92167825722973,69.44694590943695
Branaplam,50,54,78.69811208333333,13.658513473994407,24,84.16265556384846,73.2335686028182
Branaplam,50,56,81.32991166666666,13.10555015930097,24,86.57322374582724,76.08659958750609
Branaplam,50,58,84.02373458333334,12.348561509251393,24,88.96418812665628,79.08328104001039
Branaplam,50,60,86.33395583333333,11.460151237283007,24,90.91897124138988,81.74894042527679
Branaplam,50,62,88.3683225,10.438176741558822,24,92.54446295409502,84.19218204590499
Branaplam,50,64,90.08080833333334,9.422730641883634,24,93.85068573586278,86.31093093080389
Branaplam,50,66,91.07977875,8.558864427929226,24,94.5040376855938,87.6555198144062
Branaplam,50,68,92.43112166666667,7.409725037113852,24,95.39562909429151,89.46661423904183
Branaplam,50,70,93.53301375,6.4291364913546465,24,96.10520405211928,90.96082344788071
Branaplam,50,72,94.38108041666666,5.526598583140391,24,96.5921803518408,92.16998048149253
Branaplam,50,74,95.1221375,4.876914143362852,24,97.07330952453158,93.1709654754684
Branaplam,50,76,95.83795541666667,4.135936345204364,24,97.49267458021578,94.18323625311757
Branaplam,50,78,96.41262333333333,3.451618209470005,24,97.7935582220164,95.03168844465026
Branaplam,50,80,96.75704458333334,3.330659491683134,24,98.08958590605828,95.4245032606084
Branaplam,50,82,97.15995291666667,2.8509678348291234,24,98.30057760650838,96.01932822682495
Branaplam,50,84,97.34250333333333,2.618238195421172,24,98.39001677529505,96.2949898913716
Branaplam,100,0,14.051684791666666,3.576485912745164,24,15.482577166218043,12.62079241711529
Branaplam,100,2,16.27887625,4.447068046016692,24,18.05807401881553,14.49967848118447
Branaplam,100,4,17.290223458333333,4.654312735723634,24,19.152336371623825,15.428110545042841
Branaplam,100,6,18.305015416666667,4.946903705124422,24,20.284189097758933,16.3258417355744
Branaplam,100,8,19.2646975,5.414476595851123,24,21.43093929773256,17.09845570226744
Branaplam,100,10,20.231762916666668,5.676378123716228,24,22.502787148399616,17.96073868493372
Branaplam,100,12,21.53453,6.244038441524426,24,24.03266565895613,19.03639434104387
Branaplam,100,14,22.5867125,6.4769635055937655,24,25.178037592984374,19.995387407015627
Branaplam,100,16,23.595985833333334,6.474972124510698,24,26.18651420795334,21.005457458713327
Branaplam,100,18,24.81693041666667,6.857543425020919,24,27.560519189112235,22.073341644221102
Branaplam,100,20,26.38779375,6.829171224957021,24,29.120031278316233,23.655556221683767
Branaplam,100,22,28.247824166666668,7.336208821927101,24,31.182918982503566,25.31272935082977
Branaplam,100,24,30.682237916666665,7.6845701310964,24,33.75670628325704,27.60776955007629
Branaplam,100,26,33.00110041666667,8.223901778138753,24,36.29134638169718,29.710854451636155
Branaplam,100,28,35.60209666666667,8.748454392957534,24,39.10220738579014,32.1019859475432
Branaplam,100,30,37.926173750000004,9.29552965711584,24,41.64516015964421,34.207187340355794
Branaplam,100,32,40.79350083333333,9.869008950998825,24,44.74192674549481,36.84507492117186
Branaplam,100,34,43.389895,10.45834693531689,24,47.574105212272684,39.20568478772732
Branaplam,100,36,46.633140833333336,10.93665906132848,24,51.00871575120333,42.25756591546334
Branaplam,100,38,50.19203666666667,11.402212057627684,24,54.753871575098955,45.63020175823438
Branaplam,100,40,54.065195,11.788841049753271,24,58.78171372100975,49.348676278990254
Branaplam,100,42,57.3084175,12.163128246080536,24,62.174682286892,52.442152713107994
Branaplam,100,44,60.674474583333335,12.332998666930285,24,65.60870169295939,55.74024747370729
Branaplam,100,46,64.29360708333333,12.502709394960368,24,69.29573262525919,59.29148154140746
Branaplam,100,48,67.75675541666666,12.978078921440193,24,72.94906837918606,62.56444245414727
Branaplam,100,50,71.26624,12.676208537608177,24,76.33777965574112,66.19470034425888
Branaplam,100,52,74.20281,12.69330854449321,24,79.28119108334731,69.12442891665269
Branaplam,100,54,76.91531499999999,12.475835726556253,24,81.90668883532508,71.9239411646749
Branaplam,100,56,80.0292875,11.921114261052239,24,84.79872652714897,75.25984847285102
Branaplam,100,58,82.67709166666667,11.318369751769126,24,87.20538266662436,78.14880066670898
Branaplam,100,60,85.01338083333333,10.62988132929257,24,89.2662190962404,80.76054257042625
Branaplam,100,62,87.03285041666666,9.908638012603591,24,90.99713125554791,83.06856957778541
Branaplam,100,64,88.73910291666667,9.330111194237197,24,92.47192482265405,85.00628101067929
Branaplam,100,66,90.45485666666667,8.604204496948075,24,93.89725540781359,87.01245792551975
Branaplam,100,68,91.50959,8.046969114716962,24,94.72904815680873,88.29013184319128
Branaplam,100,70,92.61438625,6.907725921410664,24,95.37805220244064,89.85072029755935
Branaplam,100,72,93.66219458333333,6.613399155800868,24,96.30810530485397,91.0162838618127
Branaplam,100,74,94.00136375,6.272271508370106,24,96.51079498820494,91.49193251179506
Branaplam,100,76,94.4959425,5.680117330223603,24,96.76846272590399,92.22342227409601
Branaplam,100,78,95.21993583333334,4.849880604723948,24,97.16029218984909,93.27957947681759
Branaplam,100,80,95.46610458333333,4.459095680237515,24,97.25011440803566,93.68209475863101
Branaplam,100,82,95.90108000000001,3.924523346699736,24,97.47121634823218,94.33094365176784
Branaplam,100,84,95.79624749999999,3.6899627272033517,24,97.27254005575101,94.31995494424898
Branaplam,250,0,14.531268541666666,3.4401163513387285,24,15.907601728708867,13.154935354624465
Branaplam,250,2,16.440478666666667,3.672716087103878,24,17.909871129307568,14.971086204025767
Branaplam,250,4,17.700978916666667,3.9268210236034764,24,19.27203452711347,16.129923306219865
Branaplam,250,6,18.544661291666667,4.105029742741907,24,20.18701523894881,16.902307344384525
Branaplam,250,8,19.369060416666667,4.2236222175711555,24,21.058861235557508,17.679259597775825
Branaplam,250,10,20.4360925,4.7049829844891695,24,22.318477734877682,18.55370726512232
Branaplam,250,12,21.479563333333335,5.197187731287881,24,23.558871479721013,19.400255186945657
Branaplam,250,14,22.4458375,5.411990418685283,24,24.61108461970637,20.280590380293628
Branaplam,250,16,23.350114583333333,5.517935984638979,24,25.55774875729887,21.142480409367796
Branaplam,250,18,24.3683125,5.950461065576457,24,26.748992746343497,21.9876322536565
Branaplam,250,20,25.769319583333335,6.460923907598516,24,28.354227500625647,23.184411666041022
Branaplam,250,22,27.51006,6.7543302563428025,24,30.21235490477269,24.80776509522731
Branaplam,250,24,29.748725416666666,7.171678390050188,24,32.61799435031139,26.87945648302194
Branaplam,250,26,31.772035833333334,7.916574006410973,24,34.93932508169231,28.604746584974357
Branaplam,250,28,34.10598958333333,8.37080080039901,24,37.455007397578235,30.75697176908843
Branaplam,250,30,36.064470416666666,8.648099780673348,24,39.524430928863055,32.60450990447028
Branaplam,250,32,38.427656666666664,9.35297262221862,24,42.16962504876721,34.68568828456612
Branaplam,250,34,41.01091875,9.79288273590096,24,44.92888783293176,37.09294966706825
Branaplam,250,36,43.660579166666665,10.359154267755443,24,47.805104046720004,39.516054286613326
Branaplam,250,38,46.45104625,10.936107132173326,24,50.82640035021863,42.07569214978137
Branaplam,250,40,49.509082916666664,11.20919071652345,24,53.99369320522069,45.02447262811264
Branaplam,250,42,51.98187375,11.45638932076762,24,56.56538407799,47.39836342201
Branaplam,250,44,54.464198333333336,11.954713155490515,24,59.247079717873895,49.68131694879278
Branaplam,250,46,57.33087125,12.193613029460495,24,62.20933249037803,52.45241000962197
Branaplam,250,48,59.6380775,12.866511131129204,24,64.78575405004742,54.490400949952594
Branaplam,250,50,62.02094,12.648414777913786,24,67.08135983595794,56.96052016404206
Branaplam,250,52,63.672188750000004,12.76795500230994,24,68.78043463636432,58.563942863635695
Branaplam,250,54,66.0800325,13.07433646236422,24,71.31085649951535,60.84920850048465
Branaplam,250,56,68.13288875,13.132830116426051,24,73.38711508510362,62.878662414896404
Branaplam,250,58,69.54767041666666,12.933200944392986,24,74.72202844892524,64.37331238440808
Branaplam,250,60,71.03663833333333,13.477569742778803,24,76.42878924428832,65.64448742237833
Branaplam,250,62,72.20138416666667,13.503284564116699,24,77.60382314883543,66.79894518449791
Branaplam,250,64,73.5770375,13.336099731487641,24,78.9125886184987,68.2414863815013
Branaplam,250,66,75.73176708333334,13.128283629608543,24,80.98417444487549,70.47935972179118
Branaplam,250,68,77.08566458333333,12.482855975792308,24,82.07984710331267,72.09148206335398
Branaplam,250,70,78.39574916666666,12.417867543608253,24,83.36393089863373,73.4275674346996
Branaplam,250,72,79.55585041666667,12.004847912553632,24,84.35878988149379,74.75291095183955
Branaplam,250,74,79.69797125,11.89228011699929,24,84.4558742169327,74.94006828306729
Branaplam,250,76,80.0970275,12.022353706658729,24,84.9069707411334,75.28708425886659
Branaplam,250,78,80.91580125,11.806441612184983,24,85.63936166254322,76.19224083745678
Branaplam,250,80,81.13410333333333,11.889407362267315,24,85.89085695900195,76.3773497076647
Branaplam,250,82,81.09211833333333,11.206120105944697,24,85.57550012179829,76.60873654486838
Branaplam,250,84,80.51789583333333,11.033918706463783,24,84.93238271338379,76.10340895328287
Branaplam,500,0,14.163618875000001,2.8865040272015423,24,15.318461002831645,13.008776747168357
Branaplam,500,2,15.90463375,3.0945345606348598,24,17.142705425277313,14.666562074722687
Branaplam,500,4,16.785664999999998,3.385397418431363,24,18.14010605444307,15.431223945556926
Branaplam,500,6,17.386330416666667,3.5661695056893348,24,18.813095368784655,15.959565464548676
Branaplam,500,8,18.208000000000002,3.915916777261078,24,19.774693003317285,16.64130699668272
Branaplam,500,10,19.2847075,4.066748222874677,24,20.91174564954083,17.65766935045917
Branaplam,500,12,20.422905416666666,4.296158002968395,24,22.141726593735665,18.704084239597666
Branaplam,500,14,21.2347025,4.676655614128402,24,23.105754426365024,19.363650573634978
Branaplam,500,16,22.130571666666665,4.72807784087201,24,24.022196768468415,20.238946564864914
Branaplam,500,18,23.08833625,4.982795948374517,24,25.081869819101076,21.094802680898926
Branaplam,500,20,24.18052125,5.177304855300271,24,26.251874589258865,22.10916791074114
Branaplam,500,22,25.757094166666665,5.9218351979814035,24,28.12632168073161,23.38786665260172
Branaplam,500,24,27.37797625,6.057541196059247,24,29.8014974709515,24.9544550290485
Branaplam,500,26,29.314634166666668,6.903527276245104,24,32.076620311190425,26.55264802214291
Branaplam,500,28,31.43960625,7.344928646698028,24,34.37818972232166,28.501022777678347
Branaplam,500,30,33.06210291666667,7.677539572114674,24,36.133758473845454,29.99044735948788
Branaplam,500,32,34.79701166666667,7.830279460617119,24,37.929775906244885,31.664247427088455
Branaplam,500,34,36.545587499999996,8.030931194623994,24,39.758629152417384,33.33254584758261
Branaplam,500,36,37.87073791666667,8.188715353413782,24,41.146906379910504,34.594569453422835
Branaplam,500,38,39.98523541666667,8.685288173981073,24,43.460074384896174,36.51039644843716
Branaplam,500,40,41.325415,8.763495871076943,24,44.831543563697196,37.819286436302804
Branaplam,500,42,42.73854625,8.913239954884805,24,46.3045849245944,39.1725075754056
Branaplam,500,44,44.27903583333333,9.572208811317733,24,48.10871695885325,40.44935470781341
Branaplam,500,46,45.61012541666667,9.602753349604422,24,49.452026902614364,41.768223930718975
Branaplam,500,48,46.899752916666664,9.891663454678907,24,50.85724251797887,42.94226331535446
Branaplam,500,50,48.62165291666667,10.019664427993792,24,52.630353572941715,44.61295226039162
Branaplam,500,52,49.144481666666664,10.254178269549088,24,53.24700740034867,45.041955932984656
Branaplam,500,54,50.706200833333334,10.853151429885084,24,55.04836574038143,46.36403592628524
Branaplam,500,56,51.90119833333333,10.651616604089675,24,56.16273251724352,47.63966414942315
Branaplam,500,58,52.46276375,11.128436255896252,24,56.91506552546561,48.010461974534394
Branaplam,500,60,53.8826325,11.295471117937046,24,58.4017621384041,49.3635028615959
Branaplam,500,62,54.75789541666666,10.975391246597,24,59.14896643599003,50.366824397343294
Branaplam,500,64,55.452137083333334,11.34149869927346,24,59.98968158950432,50.914592577162345
Branaplam,500,66,56.683249583333335,11.22129282926785,24,61.17270172538948,52.19379744127719
Branaplam,500,68,57.40168333333333,11.454155985461146,24,61.98430014110885,52.819066525557815
Branaplam,500,70,59.24464458333333,11.488944299346135,24,63.841179615387084,54.64810955127958
Branaplam,500,72,58.927645416666664,11.160369285799517,24,63.392723064902256,54.46256776843107
Branaplam,500,74,59.26604458333333,11.334139321567568,24,63.80064472520436,54.73144444146231
Branaplam,500,76,59.784730833333334,11.52621638753978,24,64.39617780634842,55.17328386031825
Branaplam,500,78,60.67280958333333,11.521036987060736,24,65.28218436458505,56.06343480208162
Branaplam,500,80,61.00941375,11.57812508868596,24,65.64162852874816,56.37719897125185
Branaplam,500,82,60.90115,11.376392823491987,24,65.45265506339925,56.349644936600754
Branaplam,500,84,59.52067208333333,11.818912145772417,24,64.24922174841443,54.792122418252234
Branaplam,750,0,15.086642583333333,3.916826741606259,24,16.653699648211152,13.519585518455512
Branaplam,750,2,17.31791395833333,4.326119296871389,24,19.048722149477996,15.587105767188667
Branaplam,750,4,18.649582916666667,4.788320167243441,24,20.565309968688023,16.73385586464531
Branaplam,750,6,19.572377083333333,5.0452288601000825,24,21.590889019325438,17.553865147341227
Branaplam,750,8,20.390449583333332,5.153590382629822,24,22.45231515752377,18.328584009142894
Branaplam,750,10,21.035602083333334,5.435657898154099,24,23.210318166911783,18.860885999754885
Branaplam,750,12,22.243879166666666,5.7936913985906795,24,24.5618384834375,19.92591984989583
Branaplam,750,14,23.42135,6.076125116746406,24,25.852306337725135,20.990393662274865
Branaplam,750,16,24.433735,6.040307302833984,24,26.850361227653192,22.017108772346806
Branaplam,750,18,25.254225416666667,6.3253444360878595,24,27.784890248242085,22.72356058509125
Branaplam,750,20,26.62843708333333,6.609460322619572,24,29.272771943379542,23.98410222328712
Branaplam,750,22,27.936691666666665,6.913779908334713,24,30.702779718323296,25.170603615010034
Branaplam,750,24,29.782561666666666,7.570751534581116,24,32.811493110755684,26.753630222577648
Branaplam,750,26,31.414219583333335,7.644017437220163,24,34.472463493334004,28.355975673332665
Branaplam,750,28,32.900464166666666,7.71455805167196,24,35.986930200220385,29.813998133112943
Branaplam,750,30,34.6521475,8.247151491410865,24,37.95169528761368,31.352599712386315
Branaplam,750,32,36.5272325,8.586865440862093,24,39.96269417394167,33.09177082605832
Branaplam,750,34,38.02690666666667,9.25033798789638,24,41.72781264304287,34.32600069029047
Branaplam,750,36,39.321758333333335,9.162473687041956,24,42.987511268105244,35.656005398561426
Branaplam,750,38,40.40153083333333,9.395785330808387,24,44.16062786622394,36.642433800442724
Branaplam,750,40,41.77978,9.630165715277855,24,45.63264871634297,37.926911283657034
Branaplam,750,42,42.427269583333334,10.162588334769616,24,46.493151711403875,38.36138745526279
Branaplam,750,44,43.673161666666665,10.246666248408996,24,47.77268196595607,39.57364136737726
Branaplam,750,46,44.907498333333336,10.385450395692027,24,49.062543855677085,40.75245281098959
Branaplam,750,48,45.952827916666664,10.848143984953282,24,50.292989428498416,41.61266640483491
Branaplam,750,50,46.858889166666664,10.858455359682056,24,51.20317608758167,42.51460224575166
Branaplam,750,52,47.62106791666667,10.724305459685644,24,51.91168369958903,43.33045213374431
Branaplam,750,54,48.89199375,10.883900130646829,24,53.24646069947766,44.537526800522336
Branaplam,750,56,49.88269625,11.529120146515504,24,54.49530496856009,45.27008753143991
Branaplam,750,58,49.97622041666666,11.213496929048409,24,54.46255354904434,45.48988728428899
Branaplam,750,60,50.88334916666667,11.30393552216715,24,55.405865272056374,46.36083306127696
Branaplam,750,62,51.075828333333334,11.462656396773513,24,55.66184601392764,46.48981065273903
Branaplam,750,64,51.61417375,11.255769055173367,24,56.11741925513797,47.11092824486203
Branaplam,750,66,52.46882625,11.184816882088828,24,56.943684973838835,47.993967526161164
Branaplam,750,68,52.99278666666667,11.278330721400785,24,57.505058718238644,48.48051461509469
Branaplam,750,70,53.714455,10.941980193553713,24,58.0921588141416,49.336751185858404
Branaplam,750,72,53.256967083333336,11.235710373768669,24,57.752187444526726,48.76174672213995
Branaplam,750,74,53.302827083333334,11.33073526017906,24,57.836065317006714,48.769588849659954
Branaplam,750,76,53.4542075,11.434676244806086,24,58.02903078837083,48.87938421162917
Branaplam,750,78,53.58861666666667,11.391149513412161,24,58.14602563563007,49.031207697703266
Branaplam,750,80,53.1757525,11.663177800736907,24,57.84199545055638,48.50950954944362
Branaplam,750,82,53.488068750000004,11.299293871015093,24,58.008727808164906,48.9674096918351
Branaplam,750,84,51.655833333333334,10.883628311682951,24,56.01019153257623,47.30147513409044
Branaplam,1000,0,13.131284666666666,3.587751979933816,24,14.56668440683466,11.695884926498671
Branaplam,1000,2,15.098286916666666,4.231667973708712,24,16.791306708422383,13.40526712491095
Branaplam,1000,4,16.297803291666668,4.714184429281766,24,18.183869871168596,14.411736712164737
Branaplam,1000,6,16.863934791666665,4.717607929518214,24,18.751371056525148,14.976498526808182
Branaplam,1000,8,17.459809791666668,5.024739584672951,24,19.470124310226126,15.44949527310721
Branaplam,1000,10,18.38504345833333,5.406647466831605,24,20.548152952098615,16.22193396456805
Branaplam,1000,12,19.378732333333332,5.609087400977738,24,21.622834668994656,17.134629997672008
Branaplam,1000,14,20.458116416666666,6.132295457633717,24,22.91154557112098,18.004687262212354
Branaplam,1000,16,21.61518125,6.567034610294263,24,24.24254229000826,18.98782020999174
Branaplam,1000,18,22.582952083333332,6.710561238394542,24,25.267735733888415,19.89816843277825
Branaplam,1000,20,23.676534583333332,7.151503559994117,24,26.537731903894883,20.81533726277178
Branaplam,1000,22,24.940763333333333,7.467916015575166,24,27.928552001085873,21.952974665580793
Branaplam,1000,24,25.871950416666667,7.711206944143321,24,28.957075727979056,22.78682510535428
Branaplam,1000,26,27.698804583333335,8.174539615526278,24,30.969301570233707,24.428307596432962
Branaplam,1000,28,28.714012083333333,8.4118956452416,24,32.079471259729026,25.34855290693764
Branaplam,1000,30,30.280015,8.800895770268525,24,33.80110663970751,26.758923360292485
Branaplam,1000,32,31.5030475,9.07750135711424,24,35.13480442251078,27.87129057748922
Branaplam,1000,34,32.5803025,9.533913856105773,24,36.394662452521224,28.765942547478783
