unique_id,modal_peak_repeat,modal_peak_height,index_peak_repeat,index_peak_height,n_peaks_total,n_peaks_analysis_subset,n_peaks_analysis_subset_expansions,min_repeat,max_repeat,mean_repeat,weighted_mean_repeat,median_repeat,max_height,max_delta_neg,max_delta_pos,average_repeat_gain,instabity_index_jml,abs_index,expansion_index,pps_index,som_mos_index,contration_index,percentile_1,percentile_5,percentile_10,percentile_20,percentile_30,percentile_40,percentile_50,percentile_60,percentile_70,percentile_80,percentile_90,percentile_95,percentile_99,expansion_percentile_1,expansion_percentile_5,expansion_percentile_10,expansion_percentile_20,expansion_percentile_30,expansion_percentile_40,expansion_percentile_50,expansion_percentile_60,expansion_percentile_70,expansion_percentile_80,expansion_percentile_90,expansion_percentile_95,expansion_percentile_99,well,sample_id,plate_id,cell_strain,day,indicies_baseline,repeat_control,repeat_control_length,d0_weighted_mean_repeat,allele_1,allele_2,genotype,well_status,weighted_repeat_gain,gene,gene_geno
0515plate_A11.fsa,118.9716295,12269,118.9716295,12269,75,11,4,111.9716295,121.9716295,116.9716295,117.8011935,116.9716295,12269,-7,3,-1.170436041,-1.170436041,1.751385759,0.70361369,1.045724998,1.045724998,-1.851668856,-7,-5.531039823,-4.526582604,-3.359472765,-2.585881715,-1.943548922,-1.439427861,-0.936408835,-0.440875377,0.07751705,0.780291296,1.322888322,2.06609831,0,0,0,0,0,0,0.032423997,0.322552306,0.612680615,0.902808924,1.473100907,1.828812358,2.614454685,A11,0515plate_A11,0515plate,MSH3_KO_c6,28,FALSE,FALSE,NA,118.44743,FALSE,FALSE,hom_edited,likely_peeled,-0.646236515,MSH3,MSH3-/-
0515plate_A12.fsa,117.8560637,10076,118.8560637,9967,71,10,3,111.8560637,120.8560637,116.3560637,117.5242267,116.3560637,10076,-7,2,-1.33183709,-1.33183709,1.806829835,0.626787173,0.943628424,0.943628424,-1.928092612,-7,-5.570324006,-4.61914324,-3.523682455,-2.762693028,-2.158048666,-1.621129416,-1.108177848,-0.590799639,-0.072238387,0.639244144,1.027746426,1.805549285,0,0,0,0,0,0,0,0.256272453,0.537692197,0.819111941,1.263205418,1.631602709,1.926320542,A12,0515plate_A12,0515plate,MSH3_KO_c6,28,FALSE,FALSE,NA,118.44743,FALSE,FALSE,hom_edited,bigtime_peeling,-0.923203361,MSH3,MSH3-/-
0515plate_B01.fsa,127.63427,6280,119.63427,4863,77,19,12,112.63427,130.63427,121.63427,123.0769225,121.63427,6280,-7,11,3.442652463,3.442652463,4.857336402,5.773113366,5.167675159,5.167675159,-1.904507296,-6.629067164,-4.466443362,-3.300108893,-1.893461381,-0.791157722,0.515662651,4.08690569,5.758078168,6.796321673,7.678121019,8.637530771,9.280640518,10.22471942,0,0,0,0.965060241,4.019836321,5.33811302,6.218986657,6.917381897,7.543805732,8.190948684,8.92438932,9.553202591,10.44269065,B01,0515plate_B01,0515plate,MSH3_KO_c7,28,FALSE,FALSE,NA,122.7577667,FALSE,FALSE,hom_edited,peeling,0.319155767,MSH3,MSH3-/-
0515plate_B02.fsa,120.0837942,4739,119.0837942,4662,77,19,13,113.0837942,131.0837942,122.0837942,123.0309829,122.0837942,4739,-6,12,3.947188677,3.947188677,4.822823873,5.453573165,7.247098544,7.247098544,-1.500140984,-5.59244856,-3.514426752,-2.363896511,-0.957657658,0.083583034,1.168171484,3.461699581,5.548201439,7.040525376,8.242838196,9.378008954,10.03324455,10.9747845,0,0,0,0.665667862,1.754758038,3.972591263,5.514388489,6.736269583,7.769217036,8.663881521,9.628838557,10.26384988,11.09947005,B02,0515plate_B02,0515plate,MSH3_KO_c7,28,FALSE,FALSE,NA,122.7577667,FALSE,FALSE,hom_edited,likely_peeled,0.273216158,MSH3,MSH3-/-
0515plate_B05.fsa,129.7191537,7200,129.7191537,7200,54,11,4,122.7191537,132.7191537,127.7191537,128.8836019,127.7191537,7200,-7,3,-0.835551811,-0.835551811,1.672844707,0.857816905,1.41375,1.41375,-1.756203059,-7,-5.314485981,-4.221982759,-2.995529061,-2.237385565,-1.619773045,-1.066221048,-0.564583333,-0.07,0.498857702,1.145271272,1.673139638,2.474778761,0,0,0,0,0,0,0.243064621,0.526664491,0.81026436,1.170530685,1.685769345,1.943388675,2.743672566,B05,0515plate_B05,0515plate,MSH3_KO_c9,28,FALSE,FALSE,NA,128.9702708,FALSE,FALSE,hom_edited,likely_peeled,-0.08666888,MSH3,MSH3-/-
0515plate_B06.fsa,129.756566,9880,129.756566,9880,68,10,4,123.756566,132.756566,128.256566,129.0448557,128.256566,9880,-6,3,-0.711710222,-0.711710222,1.602877936,0.886402895,1.460931174,1.460931174,-1.649555019,-6,-4.904925911,-3.962757974,-2.885758901,-2.130480949,-1.540514469,-0.986842105,-0.497287449,-0.007732794,0.558732394,1.228704883,1.742165605,2.598272425,0,0,0,0,0,0,0.267253521,0.552629108,0.838004695,1.223184713,1.73940552,1.997515924,2.798056478,B06,0515plate_B06,0515plate,MSH3_KO_c9,28,FALSE,FALSE,NA,128.9702708,FALSE,FALSE,hom_edited,conf,0.074584977,MSH3,MSH3-/-
0515plate_B09.fsa,120.2232399,8804,119.2232399,8638,72,12,6,113.2232399,124.2232399,118.7232399,119.3843507,118.7232399,8804,-6,5,0.161110758,0.161110758,1.749063433,1.487359504,2.446047251,2.446047251,-1.468449072,-6,-4.356340239,-3.348329702,-2.160633081,-1.405743544,-0.769529984,-0.222563093,0.318287142,0.854940936,1.549418327,2.531754484,3.313958239,4.44480611,0,0,0,0,0.052669241,0.397273966,0.741878692,1.121338645,1.604828685,2.155325112,3.009123922,3.697707671,4.643490012,B09,0515plate_B09,0515plate,MSH3_KO_c11,28,FALSE,FALSE,NA,118.7520278,FALSE,FALSE,hom_edited,likely_peeled,0.632322944,MSH3,MSH3-/-
0515plate_B10.fsa,119.2301143,10825,119.2301143,10825,82,10,4,113.2301143,122.2301143,117.7301143,118.6246194,117.7301143,10825,-6,3,-0.605494949,-0.605494949,1.49789899,0.842147405,1.422817552,1.422817552,-1.526746437,-6,-4.702934537,-3.767005076,-2.696138692,-1.940486824,-1.387784725,-0.863556582,-0.406281755,0.057656152,0.574681429,1.176624422,1.674512171,2.422403734,0,0,0,0,0,0,0.239032797,0.512972634,0.786912471,1.117199759,1.644799839,1.908599879,2.693967328,B10,0515plate_B10,0515plate,MSH3_KO_c11,28,FALSE,FALSE,NA,118.7520278,FALSE,FALSE,hom_edited,likely_peeled,-0.127408413,MSH3,MSH3-/-
0515plate_B11.fsa,129.6171202,9060,129.6171202,9060,62,10,4,123.6171202,132.6171202,128.1171202,128.9225609,128.1171202,9060,-6,3,-0.694559353,-0.694559353,1.60692446,0.900261768,1.487748344,1.487748344,-1.651075772,-6,-4.927816901,-3.969791667,-2.874566875,-2.103950104,-1.518819557,-0.966997792,-0.476048565,0.01716029,0.582560061,1.263825929,1.767905712,2.629333333,0,0,0,0,0,0,0.280856743,0.567357315,0.853857887,1.250271985,1.76112874,2.060875,2.812175,B11,0515plate_B11,0515plate,MSH3_KO_c12,28,FALSE,FALSE,NA,128.7128723,FALSE,FALSE,hom_edited,conf,0.209688552,MSH3,MSH3-/-
0515plate_B12.fsa,129.4606689,8174,129.4606689,8174,36,11,4,122.4606689,132.4606689,127.4606689,128.6073471,127.4606689,8174,-7,3,-0.853321829,-0.853321829,1.749544627,0.911959809,1.508196721,1.508196721,-1.847224112,-7,-5.573042886,-4.459426586,-3.12505618,-2.301237345,-1.638546069,-1.050718512,-0.533594323,-0.023146562,0.563633791,1.262123766,1.764459427,2.623429603,0,0,0,0,0,0.003792274,0.293901231,0.584010188,0.874119145,1.279460631,1.773127859,2.074819495,2.814963899,B12,0515plate_B12,0515plate,MSH3_KO_c12,28,FALSE,FALSE,NA,128.7128723,FALSE,FALSE,hom_edited,conf,-0.105525226,MSH3,MSH3-/-
0515plate_C01.fsa,118.9920362,10656,118.9920362,10656,68,10,4,112.9920362,121.9920362,117.4920362,118.4603996,117.4920362,10656,-6,3,-0.531636585,-0.531636585,1.497769215,0.884811114,1.52637012,1.52637012,-1.514147375,-6,-4.685363505,-3.72131586,-2.631474761,-1.873203817,-1.306357053,-0.78734985,-0.324605856,0.151565074,0.659287479,1.292199604,1.73635381,2.507884232,0,0,0,0,0,0.011573311,0.288766474,0.565959638,0.843152801,1.210556656,1.695532337,1.938020177,2.731327345,C01,0515plate_C01,0515plate,MSH3_KO_c13,28,FALSE,FALSE,NA,118.5635839,FALSE,FALSE,hom_edited,likely_peeled,-0.103184297,MSH3,MSH3-/-
0515plate_C02.fsa,119.0498552,10441,119.0498552,10441,68,14,4,104.0498552,122.0498552,114.1212838,117.8404054,115.5498552,10441,-15,3,-1.209449749,-1.209449749,2.142336844,0.892156494,1.543530313,1.543530313,-2.454713227,-15,-12.42197712,-4.694167498,-2.971774194,-2.081258766,-1.45923149,-0.888947419,-0.402451872,0.091501564,0.621167883,1.264200913,1.728082192,2.516698382,0,0,0,0,0,0.018957247,0.295881126,0.572805005,0.849728884,1.221844749,1.70690411,1.94943379,2.747316841,C02,0515plate_C02,0515plate,MSH3_KO_c13,28,FALSE,FALSE,NA,118.5635839,FALSE,FALSE,hom_edited,likely_peeled,-0.723178502,MSH3,MSH3-/-
0515plate_C03.fsa,125.1344503,8164,125.1344503,8164,57,11,4,118.1344503,128.1344503,123.1344503,124.3292475,123.1344503,8164,-7,3,-0.805202857,-0.805202857,1.663599841,0.866649975,1.446104851,1.446104851,-1.745423943,-7,-5.248599671,-4.206663582,-2.976142229,-2.205276238,-1.588110817,-1.026729779,-0.529593337,-0.03566879,0.525670929,1.169357751,1.68939902,2.503399015,0,0,0,0,0,0,0.255866236,0.536461992,0.817057749,1.179262316,1.694351303,1.951895796,2.754064039,C03,0515plate_C03,0515plate,MSH3_KO_c14,28,FALSE,FALSE,NA,124.4121019,FALSE,FALSE,hom_edited,bigtime_peeling,-0.082854388,MSH3,MSH3-/-
0515plate_C04.fsa,125.1344503,9247,125.1344503,9247,60,10,4,119.1344503,128.1344503,123.6344503,124.4524363,123.6344503,9247,-6,3,-0.682014057,-0.682014057,1.544233207,0.843690809,1.397966908,1.397966908,-1.585401077,-6,-4.8351165,-3.886432299,-2.800071917,-2.019866954,-1.477385072,-0.948469774,-0.479182438,-0.009895101,0.540664376,1.167584308,1.665347557,2.389662447,0,0,0,0,0,0,0.234186076,0.516405753,0.79862543,1.145721496,1.65441615,1.908763478,2.688129395,C04,0515plate_C04,0515plate,MSH3_KO_c14,28,FALSE,FALSE,NA,124.4121019,FALSE,FALSE,hom_edited,likely_peeled,0.040334412,MSH3,MSH3-/-
0515plate_C05.fsa,126.9642503,7545,126.9642503,7545,58,10,4,120.9642503,129.9642503,125.4642503,126.2403425,125.4642503,7545,-6,3,-0.723907801,-0.723907801,1.573159105,0.842822953,1.381312127,1.381312127,-1.6227813,-6,-4.896155958,-3.950733138,-2.86218916,-2.104229543,-1.527236397,-0.981974818,-0.509317429,-0.03666004,0.516177624,1.142967131,1.67098016,2.469315476,0,0,0,0,0,0,0.225717872,0.507641613,0.789565354,1.134912644,1.666952917,1.932973053,2.732633929,C05,0515plate_C05,0515plate,MSH3_KO_c15,28,FALSE,FALSE,NA,126.134356,FALSE,FALSE,hom_edited,likely_peeled,0.105986505,MSH3,MSH3-/-
0515plate_C06.fsa,127.011866,6942,127.011866,6942,69,15,4,107.011866,130.011866,120.611866,125.07916,123.011866,6942,-20,3,-1.932705971,-1.932705971,2.701520148,0.860314413,1.400749064,1.400749064,-3.134215775,-20,-17.73773764,-5.565784672,-3.616483861,-2.624797786,-1.877904118,-1.304778734,-0.748429847,-0.21113512,0.386976585,1.045689655,1.641139847,2.496639676,0,0,0,0,0,0,0.237737139,0.522577337,0.807417535,1.172349936,1.704469987,1.970530013,2.775087719,C06,0515plate_C06,0515plate,MSH3_KO_c15,28,FALSE,FALSE,NA,126.134356,FALSE,FALSE,hom_edited,likely_peeled,-1.055196052,MSH3,MSH3-/-
0515plate_C07.fsa,126.1411805,7658,125.1411805,7424,47,11,5,119.1411805,129.1411805,124.1411805,125.0838094,124.1411805,7658,-6,4,-0.057371043,-0.057371043,1.677925948,1.30686205,2.314964743,2.314964743,-1.545774954,-6,-4.558041958,-3.550230769,-2.361964072,-1.559030386,-0.889601293,-0.338092672,0.206894751,0.741551319,1.343823147,2.016971126,2.620153212,3.459841689,0,0,0,0,0.025045704,0.356542178,0.688038652,1.024317295,1.436963589,1.849609883,2.475368297,2.849351797,3.665092348,C07,0515plate_C07,0515plate,MSH3_KO_c16,28,FALSE,FALSE,NA,124.8703141,FALSE,FALSE,hom_edited,peeling,0.213495278,MSH3,MSH3-/-
0515plate_C08.fsa,125.243286,9574,125.243286,9574,69,12,5,118.243286,129.243286,123.743286,124.5140915,123.743286,9574,-7,4,-0.729194561,-0.729194561,1.844550889,1.119218833,1.759766033,1.759766033,-1.886149424,-7,-5.487002725,-4.428576073,-3.126611135,-2.303596168,-1.62454556,-1.010593956,-0.455692501,0.11504284,0.764088127,1.639624787,2.272006531,3.177875969,0,0,0,0,0,0.121762546,0.445165239,0.768567931,1.14239151,1.643092666,2.27532656,2.754680697,3.590356589,C08,0515plate_C08,0515plate,MSH3_KO_c16,28,FALSE,FALSE,NA,124.8703141,FALSE,FALSE,hom_edited,peeling,-0.356222662,MSH3,MSH3-/-
0515plate_C10.fsa,148.4184853,2753,138.4184853,559,62,28,24,134.4184853,161.4184853,147.9184853,148.0070949,147.9184853,2753,-4,23,9.588609634,9.588609634,9.70439289,9.923623004,12.15001816,12.15001816,-1.348342714,-2.893636364,0.346640316,2.295415695,4.62142491,6.268879344,7.674608379,9.031965129,10.399849,11.86728972,13.59784946,15.95102041,17.91913043,21.25237705,0,1.499087221,3.018193146,5.040661733,6.553143303,7.901930783,9.220849982,10.55688939,11.99406745,13.70435228,16.03488152,17.98372671,21.295,C10,0515plate_C10,0515plate,PMS1_KO_c1,28,FALSE,FALSE,NA,138.2017849,FALSE,TRUE,het_edited,likely_peeled,9.805309966,PMS1,PMS1+/-
0515plate_C11.fsa,133.4365726,7479,132.4365726,7312,60,12,6,126.4365726,137.4365726,131.9365726,132.489357,131.9365726,7479,-6,5,0.052784337,0.052784337,1.735192837,1.421542553,2.418638855,2.418638855,-1.526785714,-6,-4.497308782,-3.470513331,-2.290900148,-1.500727399,-0.839387309,-0.283369803,0.2665597,0.810161786,1.455936585,2.289391526,2.936986301,4.193333333,0,0,0,0,0.047920845,0.389784731,0.731648616,1.094744098,1.535343788,1.975943478,2.770054157,3.418181818,4.492698413,C11,0515plate_C11,0515plate,PMS1_KO_c2,28,FALSE,FALSE,NA,132.0776362,FALSE,FALSE,hom_edited,bigtime_peeling,0.41172076,PMS1,PMS1-/-
0515plate_C12.fsa,133.2971269,8378,132.2971269,8119,81,12,6,126.2971269,137.2971269,131.7971269,132.4728963,131.7971269,8378,-6,5,0.175769397,0.175769397,1.789640225,1.519351272,2.562067319,2.562067319,-1.524901704,-6,-4.489808524,-3.435706299,-2.189030132,-1.391797,-0.734080552,-0.165783964,0.390069229,0.940797326,1.621584906,2.528865462,3.223608944,4.433169533,0,0,0,0,0.099534495,0.455741227,0.811947959,1.212649057,1.663109434,2.188855422,2.937926707,3.647347894,4.633378378,C12,0515plate_C12,0515plate,PMS1_KO_c2,28,FALSE,FALSE,NA,132.0776362,FALSE,FALSE,hom_edited,peeling,0.395260096,PMS1,PMS1-/-
0515plate_D01.fsa,132.17816,4944,132.17816,4944,54,12,6,126.17816,137.17816,131.67816,132.0928822,131.67816,4944,-6,5,-0.085277758,-0.085277758,1.77349563,1.408510125,2.355987055,2.355987055,-1.604377104,-6,-4.682899306,-3.683809524,-2.497720313,-1.681045432,-1.004787494,-0.443972492,0.119699499,0.69745409,1.369826136,2.255088063,2.932338552,4.161030303,0,0,0,0,0.007011686,0.353255426,0.699499165,1.061469434,1.526752664,1.992035895,2.797847358,3.454585153,4.497212121,D01,0515plate_D01,0515plate,PMS1_KO_c3,28,FALSE,FALSE,NA,132.0208554,FALSE,FALSE,hom_edited,likely_peeled,0.072026811,PMS1,PMS1-/-
0515plate_D02.fsa,133.2971269,5981,132.2971269,5307,64,12,6,126.2971269,137.2971269,131.7971269,132.7001474,131.7971269,5981,-6,5,0.403020469,0.403020469,1.815152272,1.619242859,2.670122053,2.670122053,-1.468969099,-5.986546763,-4.22309322,-3.145085995,-1.921389305,-1.120589705,-0.487054833,0.103661595,0.639491724,1.203217054,1.824302326,2.687672053,3.351763224,4.44069808,0,0,0,0,0.213726802,0.580739007,0.947751212,1.364844961,1.790251938,2.332974267,2.989796529,3.669678841,4.616910995,D02,0515plate_D02,0515plate,PMS1_KO_c3,28,FALSE,FALSE,NA,132.0208554,FALSE,FALSE,hom_edited,likely_peeled,0.679291951,PMS1,PMS1-/-
0515plate_D03.fsa,129.610318,5285,128.610318,4502,53,13,6,121.610318,133.610318,127.610318,128.8711734,127.610318,5285,-7,5,0.260855434,0.260855434,2.025871035,1.726661431,2.855061495,2.855061495,-1.822838346,-6.942572614,-4.992947103,-3.797840909,-2.332028754,-1.341331769,-0.575033319,0.092336802,0.674512772,1.27850544,1.910162184,2.783610451,3.478486998,4.53097561,0,0,0,0,0.304673605,0.690179754,1.082118661,1.500390064,1.918661466,2.487292162,3.18356974,3.785638298,4.689420732,D03,0515plate_D03,0515plate,PMS1_KO_c4,28,FALSE,FALSE,NA,128.7874411,FALSE,FALSE,hom_edited,likely_peeled,0.083732344,PMS1,PMS1-/-
0515plate_D04.fsa,129.6239225,3674,128.6239225,3382,57,11,5,122.6239225,132.6239225,127.6239225,128.6886785,127.6239225,3674,-6,4,0.06475606,0.06475606,1.710028087,1.384596656,2.353837779,2.353837779,-1.537623955,-6,-4.519270073,-3.472473868,-2.232369299,-1.430215827,-0.767474867,-0.198994678,0.34011976,0.863418617,1.47281198,2.2029994,2.779664067,3.676329966,0,0,0,0,0.085628743,0.42101252,0.756396298,1.112212978,1.522262895,1.932312812,2.617156569,2.986742651,3.792558923,D04,0515plate_D04,0515plate,PMS1_KO_c4,28,FALSE,FALSE,NA,128.7874411,FALSE,FALSE,hom_edited,likely_peeled,-0.09876257,PMS1,PMS1-/-
0515plate_D05.fsa,132.4604526,6571,131.4604526,6099,60,12,6,125.4604526,136.4604526,130.9604526,131.7960839,130.9604526,6571,-6,5,0.33563134,0.33563134,1.776142175,1.566786852,2.629888906,2.629888906,-1.445124717,-5.976627517,-4.204532443,-3.156561822,-1.953911928,-1.197327918,-0.571044434,0.008598387,0.547222645,1.100678208,1.732357666,2.609775785,3.28823712,4.431894061,0,0,0,0,0.160797443,0.523786334,0.886775224,1.29291451,1.718615028,2.241733931,2.954798206,3.646430788,4.617142857,D05,0515plate_D05,0515plate,PMS1_KO_c5,28,FALSE,FALSE,NA,131.3106701,FALSE,FALSE,hom_edited,likely_peeled,0.485413769,PMS1,PMS1-/-
0515plate_D06.fsa,132.5726894,7361,131.5726894,6553,67,12,6,125.5726894,136.5726894,131.0726894,132.0105751,131.0726894,7361,-6,5,0.437885753,0.437885753,1.826268065,1.632398183,2.709278631,2.709278631,-1.46783029,-6,-4.223686515,-3.125523226,-1.894177863,-1.054531883,-0.438211506,0.144749355,0.679608749,1.243588952,1.851072365,2.72081009,3.398561677,4.464340136,0,0,0,0,0.222551284,0.593479147,0.96440701,1.38086715,1.80216016,2.35124909,3.027108727,3.692735251,4.628517007,D06,0515plate_D06,0515plate,PMS1_KO_c5,28,FALSE,FALSE,NA,131.3106701,FALSE,FALSE,hom_edited,bigtime_peeling,0.699904986,PMS1,PMS1-/-
0515plate_D07.fsa,120.2912623,10500,119.2912623,8837,73,11,6,114.2912623,124.2912623,119.2912623,119.8232521,119.2912623,10500,-5,5,0.531989865,0.531989865,1.672737351,1.535346016,2.454285714,2.454285714,-1.248234632,-5,-3.694587156,-2.746339017,-1.666259247,-0.89715967,-0.32551771,0.207142857,0.688247619,1.196204347,1.753591526,2.553387002,3.119448407,4.250504451,0,0,0,0,0.194666667,0.540095238,0.88552381,1.267571444,1.667770054,2.120950324,2.833104261,3.458155017,4.461869436,D07,0515plate_D07,0515plate,PMS1_KO_c6,28,FALSE,FALSE,NA,118.9695408,FALSE,FALSE,hom_edited,likely_peeled,0.853711341,PMS1,PMS1-/-
0515plate_D08.fsa,120.3048667,11919,119.3048667,10617,68,10,5,114.3048667,123.3048667,118.8048667,119.598311,118.8048667,11919,-5,4,0.29344431,0.29344431,1.564367857,1.353205791,2.245238695,2.245238695,-1.265936008,-5,-3.825136215,-2.886006683,-1.821255295,-1.098010525,-0.54118866,-0.010454931,0.46344492,0.936202702,1.502463664,2.170111555,2.763123553,3.666973995,0,0,0,0,0.08280896,0.40733283,0.731856699,1.069271209,1.46799299,1.866714772,2.54199116,2.949063355,3.771394799,D08,0515plate_D08,0515plate,PMS1_KO_c6,28,FALSE,FALSE,NA,118.9695408,FALSE,FALSE,hom_edited,bigtime_peeling,0.628770247,PMS1,PMS1-/-
0515plate_D10.fsa,141.8237228,2020,134.8237228,852,30,29,23,128.8237228,156.8237228,142.8237228,142.5981268,142.8237228,2020,-6,22,7.774403998,7.774403998,8.096644342,8.475205693,12.35742574,12.35742574,-1.727949386,-4.838980583,-1.63064,0.182988722,2.472622108,4.176680896,5.673102061,7.106495468,8.591769107,10.22050805,12.11217257,14.67788671,16.66057192,19.82079812,0,0.467199248,1.612529366,3.374219653,4.862113127,6.223168317,7.568479355,8.984072688,10.56158612,12.39491525,14.87777778,16.81958406,19.90694836,D10,0515plate_D10,0515plate,PMS1_KO_c7,28,FALSE,FALSE,NA,134.3153866,TRUE,FALSE,het_edited,likely_peeled,8.282740211,PMS1,PMS1+/-
0515plate_D11.fsa,138.3205741,2880,132.3205741,1171,32,29,19,122.3205741,150.3205741,136.3205741,137.8340611,136.3205741,2880,-10,18,5.513487003,5.513487003,6.541384185,6.845193631,9.597916667,9.597916667,-3.35372741,-9.412073171,-5.050637755,-1.802259215,1.052114165,2.730843163,4.097457931,5.328298611,6.55620915,7.843646617,9.375389252,11.53716814,13.24942611,16.2137551,0,0.233311432,1.189852008,2.663783311,3.88541505,4.987039026,6.049382716,7.163233083,8.3588363,9.791361125,11.87031376,13.54648494,16.38277551,D11,0515plate_D11,0515plate,PMS1_KO_c8,28,FALSE,FALSE,NA,132.5687734,TRUE,FALSE,het_edited,likely_peeled,5.265287767,PMS1,PMS1+/-
0515plate_D12.fsa,138.2627552,2866,132.2627552,943,42,29,23,126.2627552,154.2627552,140.2627552,139.4782002,140.2627552,2866,-6,22,7.215445041,7.215445041,7.520013862,7.814108062,10.39148639,10.39148639,-1.805203697,-4.994568966,-1.381888545,0.408754717,2.429395349,3.919703826,5.178785764,6.390355509,7.643106652,9.068995215,10.8497479,13.66100967,16.18739669,20.08966507,0,0.520301887,1.567653759,3.146277252,4.431724138,5.592882066,6.738472369,7.937123746,9.35291866,11.08756014,13.87346939,16.39173554,20.18430622,D12,0515plate_D12,0515plate,PMS1_KO_c8,28,FALSE,FALSE,NA,132.5687734,TRUE,FALSE,het_edited,peeling,6.909426846,PMS1,PMS1+/-
0515plate_E05.fsa,125.1378515,9102,124.1378515,8586,74,10,5,119.1378515,128.1378515,123.6378515,124.301922,123.6378515,9102,-5,4,0.164070566,0.164070566,1.572743188,1.31249364,2.238738739,2.238738739,-1.326275305,-5,-3.972568882,-3.06993517,-1.973961131,-1.26999526,-0.680107151,-0.161192639,0.33744232,0.826939134,1.407037875,2.075839907,2.726643295,3.655154799,0,0,0,0,0.028312459,0.352186333,0.676060207,0.99993408,1.416520633,1.83312606,2.516243062,2.946844873,3.771834365,E05,0515plate_E05,0515plate,PMS1_KO_c11,28,FALSE,FALSE,NA,123.4970315,FALSE,FALSE,hom_edited,conf,0.80489058,PMS1,PMS1-/-
0515plate_E06.fsa,125.2228793,5547,124.2228793,5091,39,11,6,119.2228793,129.2228793,124.2228793,124.5264626,124.2228793,5547,-5,5,0.303583278,0.303583278,1.627405441,1.41651793,2.333153056,2.333153056,-1.307910839,-5,-3.927318841,-2.967208904,-1.876343793,-1.136207367,-0.565232764,-0.032410136,0.459275284,0.948296376,1.552574032,2.327814279,2.921901007,4.101788079,0,0,0,0,0.082152515,0.41546782,0.748783126,1.103735763,1.524897494,1.946059226,2.706132282,3.289440639,4.387781457,E06,0515plate_E06,0515plate,PMS1_KO_c11,28,FALSE,FALSE,NA,123.4970315,FALSE,FALSE,hom_edited,conf,1.029431173,PMS1,PMS1-/-
