unique_id,strain,repeats,signal,dox,days,rel_signal,modal_repeat
S-22-105_RPE1_481_7.fsa,7,114.15293770447465,330,Non-induced,0,0.23554603854389722,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,114.20768434803361,366,Non-induced,0,0.26124197002141325,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,114.26243099159252,303,Non-induced,0,0.21627408993576017,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,114.31717763515145,205,Non-induced,0,0.14632405424696646,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,114.37192427871041,120,Non-induced,0,0.08565310492505353,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,114.42667092226934,58,Non-induced,0,0.04139900071377588,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,114.48141756582828,28,Non-induced,0,0.01998572448251249,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,114.53616420938724,7,Non-induced,0,0.004996431120628123,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,114.59091085294614,3,Non-induced,0,0.0021413276231263384,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,114.6456574965051,9,Non-induced,0,0.006423982869379015,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,114.70040414006405,17,Non-induced,0,0.012134189864382585,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,114.75515078362294,29,Non-induced,0,0.02069950035688794,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,114.8098974271819,47,Non-induced,0,0.03354746609564597,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,114.86464407074085,76,Non-induced,0,0.05424696645253391,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,114.91939071429978,135,Non-induced,0,0.09635974304068523,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,114.97413735785872,187,Non-induced,0,0.1334760885082084,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,115.02888400141765,328,Non-induced,0,0.23411848679514632,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,115.08363064497661,448,Non-induced,0,0.31977159172019987,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,115.13837728853554,561,Non-induced,0,0.4004282655246253,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,115.19312393209448,555,Non-induced,0,0.3961456102783726,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,115.24787057565344,408,Non-induced,0,0.291220556745182,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,115.30261721921234,247,Non-induced,0,0.1763026409707352,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,115.3573638627713,155,Non-induced,0,0.11063526052819414,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,115.41211050633025,68,Non-induced,0,0.04853675945753034,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,115.46685714988914,48,Non-induced,0,0.034261241970021415,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,115.5216037934481,22,Non-induced,0,0.015703069236259814,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,115.57635043700705,33,Non-induced,0,0.023554603854389723,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,115.63109708056598,33,Non-induced,0,0.023554603854389723,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,115.6858437241249,48,Non-induced,0,0.034261241970021415,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,115.74059036768385,82,Non-induced,0,0.05852962169878658,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,115.79533701124278,114,Non-induced,0,0.08137044967880086,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,115.85008365480174,162,Non-induced,0,0.11563169164882227,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,115.90483029836068,261,Non-induced,0,0.18629550321199143,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,115.95957694191958,426,Non-induced,0,0.30406852248394006,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.01432358547854,612,Non-induced,0,0.43683083511777304,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.0690702290375,817,Non-induced,0,0.5831548893647395,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.1238168725964,882,Non-induced,0,0.6295503211991434,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.17856351615534,754,Non-induced,0,0.5381870092790864,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.23331015971429,500,Non-induced,0,0.35688793718772305,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.28805680327325,286,Non-induced,0,0.20413990007137758,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.34280344683218,151,Non-induced,0,0.10778015703069237,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.39755009039109,67,Non-induced,0,0.04782298358315489,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.45229673395005,44,Non-induced,0,0.03140613847251963,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.50704337750898,44,Non-induced,0,0.03140613847251963,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.56179002106794,51,Non-induced,0,0.03640256959314775,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.61653666462688,62,Non-induced,0,0.04425410421127766,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.67128330818578,94,Non-induced,0,0.06709493219129194,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.72602995174474,122,Non-induced,0,0.08708065667380442,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.78077659530369,181,Non-induced,0,0.12919343326195576,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.83552323886259,299,Non-induced,0,0.21341898643825838,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.89026988242153,443,Non-induced,0,0.31620271234832265,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.94501652598049,689,Non-induced,0,0.4917915774446824,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,116.99976316953942,990,Non-induced,0,0.7066381156316917,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,117.05450981309835,1169,Non-induced,0,0.8344039971448965,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,117.10925645665729,1118,Non-induced,0,0.7980014275517487,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,117.16400310021622,857,Non-induced,0,0.6117059243397573,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,117.21874974377518,524,Non-induced,0,0.3740185581727338,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,117.27349638733413,278,Non-induced,0,0.198429693076374,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,117.32824303089302,140,Non-induced,0,0.09992862241256245,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,117.38298967445198,80,Non-induced,0,0.05710206995003569,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,117.43773631801093,64,Non-induced,0,0.04568165596002855,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,117.49248296156983,60,Non-induced,0,0.042826552462526764,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,117.54722960512879,81,Non-induced,0,0.057815845824411134,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,117.60197624868773,97,Non-induced,0,0.06923625981441828,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,117.65672289224669,141,Non-induced,0,0.1006423982869379,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,117.71146953580559,220,Non-induced,0,0.15703069236259815,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,117.76621617936455,283,Non-induced,0,0.20199857244825126,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,117.82096282292349,465,Non-induced,0,0.33190578158458245,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,117.87570946648242,721,Non-induced,0,0.5146324054246967,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,117.93045611004138,1045,Non-induced,0,0.7458957887223412,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,117.98520275360033,1331,Non-induced,0,0.9500356887937188,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,118.03994939715922,1376,Non-induced,0,0.9821556031406139,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,118.09469604071818,1148,Non-induced,0,0.8194147037830122,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,118.14944268427713,743,Non-induced,0,0.5303354746609564,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,118.20418932783603,438,Non-induced,0,0.31263383297644537,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,118.25893597139499,232,Non-induced,0,0.1655960028551035,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,118.31368261495393,117,Non-induced,0,0.0835117773019272,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,118.36842925851286,79,Non-induced,0,0.05638829407566024,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,118.42317590207179,73,Non-induced,0,0.052105638829407566,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,118.47792254563075,71,Non-induced,0,0.05067808708065667,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,118.53266918918966,80,Non-induced,0,0.05710206995003569,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,118.58741583274862,125,Non-induced,0,0.08922198429693076,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,118.64216247630758,173,Non-induced,0,0.12348322626695217,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,118.69690911986648,272,Non-induced,0,0.19414703783012136,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,118.75165576342542,408,Non-induced,0,0.291220556745182,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,118.80640240698438,609,Non-induced,0,0.4346895074946467,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,118.86114905054333,954,Non-induced,0,0.6809421841541756,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,118.91589569410223,1265,Non-induced,0,0.9029264810849393,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,118.97064233766118,1401,Non-induced,0,1,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,119.02538898122013,1264,Non-induced,0,0.9022127052105638,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,119.08013562477903,901,Non-induced,0,0.643112062812277,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,119.13488226833799,517,Non-induced,0,0.36902212705210563,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,119.18962891189695,277,Non-induced,0,0.19771591720199858,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,119.24437555545586,161,Non-induced,0,0.11491791577444682,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,119.29912219901482,78,Non-induced,0,0.055674518201284794,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,119.35386884257377,52,Non-induced,0,0.037116345467523196,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,119.40861548613267,52,Non-induced,0,0.037116345467523196,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,119.46336212969162,70,Non-induced,0,0.049964311206281226,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,119.51810877325057,88,Non-induced,0,0.06281227694503926,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,119.57285541680947,128,Non-induced,0,0.0913633119200571,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,119.62760206036843,215,Non-induced,0,0.15346181299072092,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,119.68234870392739,305,Non-induced,0,0.21770164168451106,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,119.7370953474863,465,Non-induced,0,0.33190578158458245,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,119.79184199104523,730,Non-induced,0,0.5210563882940756,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,119.84658863460419,1029,Non-induced,0,0.734475374732334,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,119.90133527816312,1230,Non-induced,0,0.8779443254817987,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,119.95608192172206,1189,Non-induced,0,0.8486795146324054,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,120.01082856528102,921,Non-induced,0,0.6573875802997858,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,120.06557520883995,581,Non-induced,0,0.4147037830121342,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,120.12032185239887,313,Non-induced,0,0.22341184867951464,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,120.17506849595782,158,Non-induced,0,0.11277658815132048,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,120.22981513951677,86,Non-induced,0,0.06138472519628837,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,120.28456178307567,53,Non-induced,0,0.03783012134189864,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,120.33930842663463,55,Non-induced,0,0.039257673090649536,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,120.39405507019357,47,Non-induced,0,0.03354746609564597,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,120.44880171375247,52,Non-induced,0,0.037116345467523196,118.97064233766118
S-22-105_RPE1_481_7.fsa,7,120.50354835731143,80,Non-induced,0,0.05710206995003569,118.97064233766118
