image_number,total_cell_count,positive_cell_count,negative_cell_count,p_enriched_positive,p_enriched_negative,enriched_score_positive,training_total_cell_count,training_positive_cell_count,training_negative_cell_count,Image_Metadata_image,Image_Metadata_scene,Image_Metadata_slide,days_conf,edu_status
478,710,103,607,0.7791497274721342,0.22085027252748995,0.547522983586807,0,0,0,146,s1,slide2,2,pos
479,706,109,597,0.7991589722441099,0.20084102775520657,0.5997807445846369,0,0,0,147,s1,slide2,2,pos
480,876,106,770,0.7190617129250078,0.28093828707693336,0.40815523484447264,0,0,0,148,s1,slide2,2,pos
481,848,98,750,0.7032326795288875,0.29676732047544596,0.37468296894199304,0,0,0,149,s1,slide2,2,pos
482,742,86,656,0.7038828837129953,0.29611711629151993,0.3760368932246688,0,0,0,150,s1,slide2,2,pos
483,1060,102,958,0.6405223071915342,0.35947769284938447,0.25086231368033013,0,0,0,151,s1,slide2,2,pos
484,742,117,625,0.8059854477544628,0.19401455224549463,0.6184928947714148,1,1,0,152,s1,slide2,2,pos
485,849,96,753,0.695743864053371,0.3042561359520852,0.35921003944065827,0,0,0,153,s1,slide2,2,pos
486,814,92,722,0.695482816019883,0.3045171839869944,0.3586745989127965,1,1,0,154,s1,slide2,2,pos
487,1047,108,939,0.6644900553910786,0.3355099446262326,0.2967830884675943,1,0,1,155,s1,slide2,2,pos
488,820,111,709,0.7567703393730503,0.24322966062780427,0.4929475682755783,1,1,0,156,s1,slide2,2,pos
489,912,118,794,0.7419006006565455,0.2580993993428043,0.45855872885190496,1,1,0,157,s1,slide2,2,pos
490,934,96,838,0.6630450840685229,0.33695491595279337,0.2939712626702432,0,0,0,158,s1,slide2,2,pos
491,880,116,764,0.7480772822717833,0.25192271772775626,0.4726791334222899,0,0,0,159,s1,slide2,2,pos
492,899,111,788,0.7260039953852827,0.2739960046161664,0.42319478071685845,0,0,0,160,s1,slide2,2,pos
493,846,97,749,0.7005151241573175,0.29948487584685995,0.36904262100339746,1,0,1,161,s1,slide2,2,pos
494,983,95,888,0.6418884756590018,0.3581115243820811,0.25344128130374627,0,0,0,162,s1,slide2,2,pos
495,773,114,659,0.7847667052897811,0.21523329470865415,0.5618311155224418,0,0,0,163,s1,slide2,2,pos
496,846,99,747,0.7075206101731283,0.2924793898296921,0.38364382741322056,0,0,0,164,s1,slide2,2,pos
497,917,104,813,0.696951539405849,0.3030484605990939,0.36169049943358583,0,0,0,165,s1,slide2,2,pos
498,794,91,703,0.7002134523573351,0.29978654764810103,0.36841830928407815,1,1,0,166,s1,slide2,2,pos
499,606,77,529,0.7345433592010688,0.26545664080088816,0.4420238424122797,0,0,0,001,s2,slide2,1,pos
500,514,71,443,0.7618046735568103,0.23819532644329897,0.5049103965915851,0,0,0,002,s2,slide2,1,pos
501,542,75,467,0.7626208023774292,0.2373791976232072,0.5068659900335434,20,4,16,003,s2,slide2,1,pos
502,446,108,338,0.9194499059939476,0.08055009400633084,1.0574620211341148,0,0,0,004,s2,slide2,1,pos
503,447,89,358,0.8721087312888226,0.12789126871224313,0.8337297388462513,0,0,0,005,s2,slide2,1,pos
504,482,79,403,0.8162609957479054,0.18373900425203912,0.6476276862009428,1,0,1,006,s2,slide2,1,pos
505,547,86,461,0.8039063175353834,0.196093682465043,0.6127418393386377,0,0,0,007,s2,slide2,1,pos
506,448,89,359,0.8715212075669713,0.12847879243292093,0.831446513643996,0,0,0,008,s2,slide2,1,pos
507,450,71,379,0.8040717218209938,0.19592827817961303,0.6131976668905117,0,0,0,009,s2,slide2,1,pos
508,404,100,304,0.923628637914984,0.0763713620849431,1.0825668538108983,0,0,0,010,s2,slide2,1,pos
509,421,107,314,0.929210637283316,0.07078936271664003,1.118146170212668,0,0,0,011,s2,slide2,1,pos
510,508,110,398,0.8942782871282332,0.10572171287159192,0.92730849548308,0,0,0,012,s2,slide2,1,pos
511,572,106,466,0.8534414914010352,0.14655850859892608,0.7651627160447201,0,0,0,013,s2,slide2,1,pos
512,611,73,538,0.7136652592164451,0.28633474078774596,0.39662051223604466,0,0,0,014,s2,slide2,1,pos
513,455,78,377,0.8296134126499094,0.17038658734924889,0.6874403602492655,0,0,0,015,s2,slide2,1,pos
514,648,73,575,0.6937291446879743,0.306270855320721,0.3550842689232674,0,0,0,016,s2,slide2,1,pos
515,534,75,459,0.7674594964086543,0.23254050359312017,0.5185568557023285,0,0,0,017,s2,slide2,1,pos
516,559,71,488,0.7341029003776204,0.26589709962501246,0.4410433398162711,1,0,1,018,s2,slide2,1,pos
517,518,75,443,0.7772791315217586,0.2227208684794406,0.5428160964519019,0,0,0,019,s2,slide2,1,pos
518,659,92,567,0.7663034484268667,0.23369655157340213,0.5157484759319133,1,1,0,020,s2,slide2,1,pos
519,655,59,596,0.6169899492119562,0.3830100509070289,0.2070679187278396,0,0,0,021,s2,slide2,1,pos
520,661,105,556,0.8079005362701726,0.19209946373042097,0.623831743933404,0,0,0,022,s2,slide2,1,pos
521,547,89,458,0.8145978632520898,0.1854021367484099,0.6428285315124957,0,0,0,023,s2,slide2,1,pos
522,442,83,359,0.8559673961886609,0.14403260381131622,0.7739964108036032,0,0,0,024,s2,slide2,1,pos
523,574,80,494,0.7652287882168205,0.2347712117825728,0.5131464584017681,0,0,0,025,s2,slide2,1,pos
524,605,95,510,0.8039348820665758,0.19606511793309753,0.6128205378079947,1,1,0,026,s2,slide2,1,pos
525,587,86,501,0.7816524689755585,0.21834753102438412,0.553865418535182,0,0,0,027,s2,slide2,1,pos
526,631,92,539,0.7803634454625573,0.2196365545371568,0.5505922952918678,0,0,0,028,s2,slide2,1,pos
527,480,87,393,0.8462932417487962,0.1537067582516175,0.740827909555647,0,0,0,029,s2,slide2,1,pos
528,505,79,426,0.8019642542565525,0.19803574574396565,0.6074114228908362,0,0,0,030,s2,slide2,1,pos
529,418,100,318,0.9165309019855324,0.08346909801379522,1.040621391882274,0,0,0,031,s2,slide2,1,pos
530,389,102,287,0.9349426060536038,0.06505739394642389,1.1574882889360116,0,0,0,032,s2,slide2,1,pos
531,463,110,353,0.9154791439643004,0.08452085603565845,1.0346845678675187,0,0,0,033,s2,slide2,1,pos
532,406,92,314,0.9041181011154822,0.09588189888541183,0.9744885378351892,0,0,0,034,s2,slide2,1,pos
533,353,90,263,0.9289873995479236,0.07101260045198428,1.1166744067945549,0,0,0,035,s2,slide2,1,pos
534,442,85,357,0.862604036227006,0.13739596377331736,0.7978375111169672,0,0,0,036,s2,slide2,1,pos
535,555,89,466,0.8101569971233797,0.1898430028770981,0.6301745924494336,0,0,0,037,s2,slide2,1,pos
536,475,67,408,0.7683261128064397,0.2316738871936819,0.5206685080019018,0,0,0,038,s2,slide2,1,pos
537,449,65,384,0.776533764124261,0.22346623587698597,0.540948430158531,0,0,0,039,s2,slide2,1,pos
538,465,68,397,0.7799954769564389,0.22000452304324425,0.5496604747915671,0,0,0,040,s2,slide2,1,pos
539,514,84,430,0.8156751273942796,0.1843248726053255,0.6459332770311542,0,0,0,041,s2,slide2,1,pos
540,621,81,540,0.7434568068155589,0.2565431931852297,0.4620952459639389,0,0,0,042,s2,slide2,1,pos
541,545,73,472,0.751837055011383,0.24816294498995276,0.4813867921850683,0,0,0,043,s2,slide2,1,pos
542,515,93,422,0.8455631851812533,0.15443681481961186,0.7383952301038805,0,0,0,044,s2,slide2,1,pos
543,552,95,457,0.8317138448413591,0.1682861551582865,0.6939255426839048,0,0,0,045,s2,slide2,1,pos
544,541,91,450,0.8247311148820954,0.17526888511773425,0.6726075555009667,0,0,0,046,s2,slide2,1,pos
545,713,81,632,0.6968966478983365,0.3031033521079653,0.3615776361766164,0,0,0,047,s2,slide2,1,pos
546,743,68,675,0.6226824616920563,0.3773175383988102,0.21755964131589936,0,0,0,048,s2,slide2,1,pos
547,750,68,682,0.6194974529010531,0.3805025471987352,0.211681956788749,0,0,0,049,s2,slide2,1,pos
548,694,66,628,0.6356730271304485,0.3643269729331858,0.24174245851233617,0,0,0,050,s2,slide2,1,pos
549,595,92,503,0.798996671058116,0.2010033289419716,0.5993417197693888,0,0,0,051,s2,slide2,1,pos
550,549,77,472,0.767122973640937,0.23287702635934343,0.5177383422063545,0,0,0,052,s2,slide2,1,pos
551,604,84,520,0.7647192784309979,0.23528072156880048,0.5119156953961872,0,0,0,053,s2,slide2,1,pos
552,644,64,580,0.6505931055807959,0.3494068944601863,0.2699779865618026,0,0,0,054,s2,slide2,1,pos
553,664,68,596,0.661005226834742,0.3389947731932132,0.2900118916116441,0,0,0,055,s2,slide2,1,pos
554,492,93,399,0.8583565730080416,0.14164342699143523,0.7824713114218806,0,0,0,056,s2,slide2,1,pos
555,484,92,392,0.8598360590206899,0.1401639409781447,0.787779354186952,0,0,0,057,s2,slide2,1,pos
556,473,91,382,0.8630662956782926,0.13693370432170096,0.7995338001232961,0,0,0,058,s2,slide2,1,pos
557,485,88,397,0.8466520931418007,0.15334790685895258,0.7420271340001026,0,0,0,059,s2,slide2,1,pos
558,516,98,418,0.8599018806137783,0.1400981193859449,0.7880165932040257,0,0,0,060,s2,slide2,1,pos
559,510,99,411,0.865880693010144,0.13411930698958394,0.8099667553503487,0,0,0,061,s2,slide2,1,pos
560,399,91,308,0.9055340454338489,0.09446595456630905,0.9816294657423376,0,0,0,062,s2,slide2,1,pos
561,424,72,352,0.8263778059857769,0.1736221940138678,0.6775734048535043,1,1,0,063,s2,slide2,1,pos
562,440,84,356,0.8605591431842722,0.1394408568159525,0.7903906805128176,1,1,0,064,s2,slide2,1,pos
563,464,84,380,0.8457786412303548,0.15422135876935666,0.7391121883817535,0,0,0,065,s2,slide2,1,pos
564,412,81,331,0.868263151220066,0.1317368487803017,0.8189440994504638,0,0,0,066,s2,slide2,1,pos
565,470,121,349,0.9322094587150874,0.06779054128380413,1.138344403591824,0,0,0,067,s2,slide2,1,pos
566,599,107,492,0.8430562918859007,0.15694370811445754,0.73011266447523,0,0,0,068,s2,slide2,1,pos
567,553,91,462,0.8181314420205054,0.1818685579793196,0.6530654602435784,0,0,0,069,s2,slide2,1,pos
568,624,94,530,0.790866441453506,0.20913355854699484,0.5776794203448514,0,0,0,070,s2,slide2,1,pos
569,715,80,635,0.6916735927757325,0.3083264072319447,0.35089047285199115,0,0,0,071,s2,slide2,1,pos
570,560,69,491,0.723831362992195,0.2761686370120018,0.4184630402414294,0,0,0,072,s2,slide2,1,pos
571,568,63,505,0.6879586299583014,0.3120413700541866,0.343350146906395,0,0,0,073,s2,slide2,1,pos
572,554,76,478,0.7598495871623292,0.24015041283921065,0.5002442942836596,1,1,0,074,s2,slide2,1,pos
573,593,86,507,0.7783893721613554,0.2216106278380827,0.5456063134761377,0,0,0,075,s2,slide2,1,pos
574,727,98,629,0.7550143228211065,0.24498567717992936,0.48881449583606934,0,0,0,076,s2,slide2,1,pos
575,755,100,655,0.7492514747098303,0.25074852529129055,0.4753892189020055,0,0,0,077,s2,slide2,1,pos
576,569,74,495,0.7421400569627798,0.25785994303731546,0.4591019908490477,0,0,0,078,s2,slide2,1,pos
577,499,69,430,0.7620144781118714,0.23798552188991107,0.505412685844084,1,1,0,079,s2,slide2,1,pos
578,627,79,548,0.7318173085098924,0.26818269149130564,0.4359719318922988,0,0,0,080,s2,slide2,1,pos
579,606,77,529,0.7345433592010688,0.26545664080088816,0.4420238424122797,0,0,0,081,s2,slide2,1,pos
580,755,97,658,0.7390070553103336,0.2609929446907419,0.4520198172293989,0,0,0,082,s2,slide2,1,pos
581,733,99,634,0.7556848557027469,0.2443151442982301,0.4903903305260769,0,0,0,083,s2,slide2,1,pos
582,573,83,490,0.7778601829484285,0.22213981705192185,0.5442751315646414,0,0,0,084,s2,slide2,1,pos
583,509,76,433,0.7871572480524591,0.2128427519486396,0.568002633243701,0,0,0,085,s2,slide2,1,pos
584,508,75,433,0.7835117306997651,0.21648826930075912,0.5586111345763496,1,1,0,086,s2,slide2,1,pos
585,529,72,457,0.7570356908845575,0.24296430911737435,0.49357387359922605,0,0,0,087,s2,slide2,1,pos
586,497,72,425,0.7772704098598316,0.22272959014074925,0.5427942168420465,0,0,0,088,s2,slide2,1,pos
587,520,77,443,0.7845785384949618,0.21542146150607683,0.561347456193939,0,0,0,089,s2,slide2,1,pos
588,514,64,450,0.7270412494832109,0.2729587505190799,0.4254620302462538,0,0,0,090,s2,slide2,1,pos
589,636,77,559,0.7183178569485049,0.2816821430545077,0.4065573466579553,0,0,0,091,s2,slide2,1,pos
590,520,51,469,0.6454469484605131,0.3545530515985183,0.2601793243102939,0,0,0,092,s2,slide2,1,pos
592,583,79,504,0.7559702558356566,0.24402974416512288,0.49106194361136046,0,0,0,094,s2,slide2,1,pos
593,602,84,518,0.76580097656313,0.2341990234371271,0.5145308360132174,0,0,0,095,s2,slide2,1,pos
594,618,96,522,0.8006142444867808,0.19938575551415705,0.6037291844988893,0,0,0,096,s2,slide2,1,pos
595,678,111,567,0.817363037576742,0.18263696242307567,0.6508263188956784,0,0,0,097,s2,slide2,1,pos
597,551,86,465,0.8016428161244176,0.19835718387577225,0.6065329711375311,0,0,0,099,s2,slide2,1,pos
598,531,81,450,0.7942060561400986,0.20579394386017844,0.5865006042896603,1,1,0,100,s2,slide2,1,pos
599,622,88,534,0.770480159438747,0.22951984056233132,0.5259412261724536,1,0,1,101,s2,slide2,1,pos
600,572,82,490,0.7744687157956587,0.22553128420466623,0.5357970865380863,0,0,0,102,s2,slide2,1,pos
602,728,88,640,0.7182082073776189,0.281791792625006,0.406322023915478,20,1,19,104,s2,slide2,1,pos
603,725,86,639,0.7117542340066161,0.2882457659958837,0.3925671225953835,0,0,0,105,s2,slide2,1,pos
604,777,80,697,0.6632449482926277,0.3367550517287301,0.2943598314428644,0,0,0,106,s2,slide2,1,pos
607,517,83,434,0.8101897929108144,0.18981020708882515,0.6302672044609482,0,0,0,109,s2,slide2,1,pos
608,561,80,481,0.7726628725605779,0.22733712743917703,0.5313196762564172,0,0,0,110,s2,slide2,1,pos
609,571,80,491,0.7669345551155872,0.23306544488474715,0.5172804176043595,0,0,0,111,s2,slide2,1,pos
610,547,80,467,0.7807914031414844,0.219208596858963,0.5516774407306779,0,0,0,112,s2,slide2,1,pos
611,620,71,549,0.6992116616339812,0.30078833837250657,0.36634766841537825,0,0,0,113,s2,slide2,1,pos
612,742,101,641,0.7583194406217243,0.24168055937856336,0.4966104724434837,0,0,0,114,s2,slide2,1,pos
613,593,76,517,0.7373697807197525,0.26263021928122954,0.4483406388640744,0,0,0,115,s2,slide2,1,pos
614,525,74,451,0.768559703342551,0.23144029665774135,0.5212386327458558,0,0,0,116,s2,slide2,1,pos
615,546,56,490,0.6609435611517195,0.33905643888284587,0.28989237982962723,0,0,0,117,s2,slide2,1,pos
616,621,72,549,0.703456308520345,0.2965436914857253,0.3751484391897492,0,0,0,118,s2,slide2,1,pos
617,483,68,415,0.7677876347901629,0.23221236521004143,0.5193557715157071,0,0,0,119,s2,slide2,1,pos
618,575,91,484,0.8061901112716773,0.19380988872856444,0.6190615345813,0,0,0,120,s2,slide2,1,pos
619,565,75,490,0.7489757478997413,0.2510242521017916,0.4747520735000998,0,0,0,121,s2,slide2,1,pos
620,657,74,583,0.6937070659821228,0.3062929340265597,0.35503914014559224,0,0,0,122,s2,slide2,1,pos
621,860,89,771,0.6652354317083731,0.3347645683117344,0.29823588678443336,1,1,0,123,s2,slide2,1,pos
622,671,64,607,0.6365991349670298,0.3634008650949488,0.2434800873908662,0,0,0,124,s2,slide2,1,pos
623,675,92,583,0.7584431875467936,0.2415568124532271,0.4969037646974128,0,0,0,125,s2,slide2,1,pos
624,593,77,516,0.741770906371903,0.2582290936288387,0.45826462460244727,0,0,0,126,s2,slide2,1,pos
625,496,83,413,0.8227553061377159,0.17724469386174088,0.666697449174496,0,0,0,127,s2,slide2,1,pos
626,491,106,385,0.8933895093746856,0.1066104906249871,0.9232409064695608,0,0,0,128,s2,slide2,1,pos
627,607,81,526,0.751011982951954,0.24898801704916249,0.4794684200766025,0,0,0,129,s2,slide2,1,pos
628,664,67,597,0.6559083626524097,0.3440916373806197,0.28016905022695326,0,0,0,130,s2,slide2,1,pos
629,724,139,585,0.8642092372895079,0.13579076270991244,0.803748676377432,0,0,0,131,s2,slide2,1,pos
630,604,99,505,0.8172837674705759,0.1827162325286295,0.6505957414049702,1,1,0,132,s2,slide2,1,pos
631,643,112,531,0.8359134721214395,0.16408652787802033,0.7070883993523668,0,0,0,133,s2,slide2,1,pos
632,703,103,600,0.7823371472653681,0.21766285273392424,0.5556096352637132,1,1,0,134,s2,slide2,1,pos
633,632,83,549,0.7458141862923359,0.25418581370791477,0.4674793313045482,1,1,0,135,s2,slide2,1,pos
