unique_id,repeats,signal,dox,division,day,rel_signal,modal_repeat
20230801_plate0117_G02.fsa,112.74907732578656,153,Non-induced,D0,0,0.034513873223550644,125.27363021641143
20230801_plate0117_G02.fsa,112.8028307716691,220,Non-induced,D0,0,0.04962779156327544,125.27363021641143
20230801_plate0117_G02.fsa,112.8565842175516,221,Non-induced,D0,0,0.04985337243401759,125.27363021641143
20230801_plate0117_G02.fsa,112.9103376634341,192,Non-induced,D0,0,0.043311527182494924,125.27363021641143
20230801_plate0117_G02.fsa,112.96409110931661,144,Non-induced,D0,0,0.03248364538687119,125.27363021641143
20230801_plate0117_G02.fsa,113.01784455519915,94,Non-induced,D0,0,0.021204601849763142,125.27363021641143
20230801_plate0117_G02.fsa,113.07159800108163,40,Non-induced,D0,0,0.009023234829686443,125.27363021641143
20230801_plate0117_G02.fsa,113.12535144696416,34,Non-induced,D0,0,0.007669749605233476,125.27363021641143
20230801_plate0117_G02.fsa,113.17910489284664,28,Non-induced,D0,0,0.00631626438078051,125.27363021641143
20230801_plate0117_G02.fsa,113.23285833872917,33,Non-induced,D0,0,0.007444168734491315,125.27363021641143
20230801_plate0117_G02.fsa,113.28661178461165,36,Non-induced,D0,0,0.008120911346717798,125.27363021641143
20230801_plate0117_G02.fsa,113.34036523049419,34,Non-induced,D0,0,0.007669749605233476,125.27363021641143
20230801_plate0117_G02.fsa,113.39411867637666,37,Non-induced,D0,0,0.00834649221745996,125.27363021641143
20230801_plate0117_G02.fsa,113.4478721222592,30,Non-induced,D0,0,0.006767426122264832,125.27363021641143
20230801_plate0117_G02.fsa,113.5016255681417,50,Non-induced,D0,0,0.011279043537108053,125.27363021641143
20230801_plate0117_G02.fsa,113.55537901402421,62,Non-induced,D0,0,0.013986013986013986,125.27363021641143
20230801_plate0117_G02.fsa,113.60913245990675,95,Non-induced,D0,0,0.0214301827205053,125.27363021641143
20230801_plate0117_G02.fsa,113.66288590578925,127,Non-induced,D0,0,0.028648770584254454,125.27363021641143
20230801_plate0117_G02.fsa,113.71663935167176,181,Non-induced,D0,0,0.04083013760433115,125.27363021641143
20230801_plate0117_G02.fsa,113.77039279755427,237,Non-induced,D0,0,0.05346266636589217,125.27363021641143
20230801_plate0117_G02.fsa,113.82414624343677,265,Non-induced,D0,0,0.05977893074667268,125.27363021641143
20230801_plate0117_G02.fsa,113.87789968931928,237,Non-induced,D0,0,0.05346266636589217,125.27363021641143
20230801_plate0117_G02.fsa,113.93165313520181,166,Non-induced,D0,0,0.037446424543198735,125.27363021641143
20230801_plate0117_G02.fsa,113.98540658108429,96,Non-induced,D0,0,0.021655763591247462,125.27363021641143
20230801_plate0117_G02.fsa,114.03916002696683,61,Non-induced,D0,0,0.013760433115271826,125.27363021641143
20230801_plate0117_G02.fsa,114.0929134728493,41,Non-induced,D0,0,0.009248815700428605,125.27363021641143
20230801_plate0117_G02.fsa,114.14666691873184,35,Non-induced,D0,0,0.007895330475975638,125.27363021641143
20230801_plate0117_G02.fsa,114.20042036461432,30,Non-induced,D0,0,0.006767426122264832,125.27363021641143
20230801_plate0117_G02.fsa,114.25417381049685,37,Non-induced,D0,0,0.00834649221745996,125.27363021641143
20230801_plate0117_G02.fsa,114.30792725637936,35,Non-induced,D0,0,0.007895330475975638,125.27363021641143
20230801_plate0117_G02.fsa,114.36168070226186,33,Non-induced,D0,0,0.007444168734491315,125.27363021641143
20230801_plate0117_G02.fsa,114.4154341481444,35,Non-induced,D0,0,0.007895330475975638,125.27363021641143
20230801_plate0117_G02.fsa,114.4691875940269,41,Non-induced,D0,0,0.009248815700428605,125.27363021641143
20230801_plate0117_G02.fsa,114.52294103990941,70,Non-induced,D0,0,0.015790660951951276,125.27363021641143
20230801_plate0117_G02.fsa,114.57669448579192,98,Non-induced,D0,0,0.022106925332731786,125.27363021641143
20230801_plate0117_G02.fsa,114.63044793167442,173,Non-induced,D0,0,0.03902549063839386,125.27363021641143
20230801_plate0117_G02.fsa,114.68420137755693,218,Non-induced,D0,0,0.049176629821791114,125.27363021641143
20230801_plate0117_G02.fsa,114.73795482343947,281,Non-induced,D0,0,0.06338822467854725,125.27363021641143
20230801_plate0117_G02.fsa,114.79170826932194,317,Non-induced,D0,0,0.07150913602526505,125.27363021641143
20230801_plate0117_G02.fsa,114.84546171520448,291,Non-induced,D0,0,0.06564403338596887,125.27363021641143
20230801_plate0117_G02.fsa,114.89921516108696,215,Non-induced,D0,0,0.04849988720956463,125.27363021641143
20230801_plate0117_G02.fsa,114.95296860696949,113,Non-induced,D0,0,0.0254906383938642,125.27363021641143
20230801_plate0117_G02.fsa,115.00672205285197,73,Non-induced,D0,0,0.01646740356417776,125.27363021641143
20230801_plate0117_G02.fsa,115.0604754987345,44,Non-induced,D0,0,0.009925558312655087,125.27363021641143
20230801_plate0117_G02.fsa,115.11422894461701,37,Non-induced,D0,0,0.00834649221745996,125.27363021641143
20230801_plate0117_G02.fsa,115.16798239049952,45,Non-induced,D0,0,0.010151139183397249,125.27363021641143
20230801_plate0117_G02.fsa,115.22173583638205,40,Non-induced,D0,0,0.009023234829686443,125.27363021641143
20230801_plate0117_G02.fsa,115.27548928226453,29,Non-induced,D0,0,0.006541845251522671,125.27363021641143
20230801_plate0117_G02.fsa,115.32924272814707,25,Non-induced,D0,0,0.005639521768554027,125.27363021641143
20230801_plate0117_G02.fsa,115.38299617402957,51,Non-induced,D0,0,0.011504624407850215,125.27363021641143
20230801_plate0117_G02.fsa,115.43674961991208,58,Non-induced,D0,0,0.013083690503045342,125.27363021641143
20230801_plate0117_G02.fsa,115.49050306579458,92,Non-induced,D0,0,0.020753440108278818,125.27363021641143
20230801_plate0117_G02.fsa,115.54425651167712,141,Non-induced,D0,0,0.03180690277464471,125.27363021641143
20230801_plate0117_G02.fsa,115.5980099575596,203,Non-induced,D0,0,0.0457929167606587,125.27363021641143
20230801_plate0117_G02.fsa,115.65176340344213,313,Non-induced,D0,0,0.07060681254229641,125.27363021641143
20230801_plate0117_G02.fsa,115.70551684932461,401,Non-induced,D0,0,0.09045792916760659,125.27363021641143
20230801_plate0117_G02.fsa,115.75927029520714,435,Non-induced,D0,0,0.09812767877284007,125.27363021641143
20230801_plate0117_G02.fsa,115.81302374108962,366,Non-induced,D0,0,0.08256259869163095,125.27363021641143
20230801_plate0117_G02.fsa,115.86677718697216,257,Non-induced,D0,0,0.057974283780735394,125.27363021641143
20230801_plate0117_G02.fsa,115.92053063285469,159,Non-induced,D0,0,0.03586735844800361,125.27363021641143
20230801_plate0117_G02.fsa,115.97428407873717,76,Non-induced,D0,0,0.01714414617640424,125.27363021641143
20230801_plate0117_G02.fsa,116.0280375246197,64,Non-induced,D0,0,0.014437175727498308,125.27363021641143
20230801_plate0117_G02.fsa,116.08179097050218,38,Non-induced,D0,0,0.00857207308820212,125.27363021641143
20230801_plate0117_G02.fsa,116.13554441638472,48,Non-induced,D0,0,0.010827881795623731,125.27363021641143
20230801_plate0117_G02.fsa,116.18929786226722,41,Non-induced,D0,0,0.009248815700428605,125.27363021641143
20230801_plate0117_G02.fsa,116.24305130814973,42,Non-induced,D0,0,0.009474396571170765,125.27363021641143
20230801_plate0117_G02.fsa,116.29680475403224,51,Non-induced,D0,0,0.011504624407850215,125.27363021641143
20230801_plate0117_G02.fsa,116.35055819991477,58,Non-induced,D0,0,0.013083690503045342,125.27363021641143
20230801_plate0117_G02.fsa,116.40431164579725,79,Non-induced,D0,0,0.017820888788630723,125.27363021641143
20230801_plate0117_G02.fsa,116.45806509167979,110,Non-induced,D0,0,0.02481389578163772,125.27363021641143
20230801_plate0117_G02.fsa,116.51181853756226,198,Non-induced,D0,0,0.04466501240694789,125.27363021641143
20230801_plate0117_G02.fsa,116.5655719834448,303,Non-induced,D0,0,0.0683510038348748,125.27363021641143
20230801_plate0117_G02.fsa,116.61932542932728,440,Non-induced,D0,0,0.09925558312655088,125.27363021641143
20230801_plate0117_G02.fsa,116.67307887520981,596,Non-induced,D0,0,0.13444619896232798,125.27363021641143
20230801_plate0117_G02.fsa,116.72683232109235,612,Non-induced,D0,0,0.13805549289420257,125.27363021641143
20230801_plate0117_G02.fsa,116.78058576697482,532,Non-induced,D0,0,0.12000902323482969,125.27363021641143
20230801_plate0117_G02.fsa,116.83433921285736,356,Non-induced,D0,0,0.08030678998420934,125.27363021641143
20230801_plate0117_G02.fsa,116.88809265873984,200,Non-induced,D0,0,0.04511617414843221,125.27363021641143
20230801_plate0117_G02.fsa,116.94184610462237,106,Non-induced,D0,0,0.023911572298669075,125.27363021641143
20230801_plate0117_G02.fsa,116.99559955050488,59,Non-induced,D0,0,0.013309271373787504,125.27363021641143
20230801_plate0117_G02.fsa,117.04935299638738,53,Non-induced,D0,0,0.011955786149334537,125.27363021641143
20230801_plate0117_G02.fsa,117.10310644226989,41,Non-induced,D0,0,0.009248815700428605,125.27363021641143
20230801_plate0117_G02.fsa,117.15685988815243,51,Non-induced,D0,0,0.011504624407850215,125.27363021641143
20230801_plate0117_G02.fsa,117.2106133340349,57,Non-induced,D0,0,0.012858109632303182,125.27363021641143
20230801_plate0117_G02.fsa,117.26436677991744,57,Non-induced,D0,0,0.012858109632303182,125.27363021641143
20230801_plate0117_G02.fsa,117.31812022579992,86,Non-induced,D0,0,0.019399954883825853,125.27363021641143
20230801_plate0117_G02.fsa,117.37187367168245,121,Non-induced,D0,0,0.02729528535980149,125.27363021641143
20230801_plate0117_G02.fsa,117.42562711756493,185,Non-induced,D0,0,0.0417324610872998,125.27363021641143
20230801_plate0117_G02.fsa,117.47938056344746,297,Non-induced,D0,0,0.06699751861042183,125.27363021641143
20230801_plate0117_G02.fsa,117.53313400933,458,Non-induced,D0,0,0.10331603879990976,125.27363021641143
20230801_plate0117_G02.fsa,117.58688745521248,673,Non-induced,D0,0,0.15181592600947438,125.27363021641143
20230801_plate0117_G02.fsa,117.64064090109501,866,Non-induced,D0,0,0.19535303406271148,125.27363021641143
20230801_plate0117_G02.fsa,117.69439434697749,919,Non-induced,D0,0,0.20730882021204602,125.27363021641143
20230801_plate0117_G02.fsa,117.74814779286002,707,Non-induced,D0,0,0.15948567561470786,125.27363021641143
20230801_plate0117_G02.fsa,117.80190123874253,478,Non-induced,D0,0,0.10782765621475299,125.27363021641143
20230801_plate0117_G02.fsa,117.85565468462504,261,Non-induced,D0,0,0.058876607263704035,125.27363021641143
20230801_plate0117_G02.fsa,117.90940813050754,142,Non-induced,D0,0,0.03203248364538687,125.27363021641143
20230801_plate0117_G02.fsa,117.96316157639005,88,Non-induced,D0,0,0.019851116625310174,125.27363021641143
20230801_plate0117_G02.fsa,118.01691502227256,63,Non-induced,D0,0,0.014211594856756148,125.27363021641143
20230801_plate0117_G02.fsa,118.07066846815509,59,Non-induced,D0,0,0.013309271373787504,125.27363021641143
20230801_plate0117_G02.fsa,118.12442191403757,53,Non-induced,D0,0,0.011955786149334537,125.27363021641143
20230801_plate0117_G02.fsa,118.1781753599201,69,Non-induced,D0,0,0.015565080081209114,125.27363021641143
20230801_plate0117_G02.fsa,118.23192880580258,80,Non-induced,D0,0,0.018046469659372885,125.27363021641143
20230801_plate0117_G02.fsa,118.28568225168512,119,Non-induced,D0,0,0.026844123618317166,125.27363021641143
20230801_plate0117_G02.fsa,118.33943569756765,189,Non-induced,D0,0,0.04263478457026844,125.27363021641143
20230801_plate0117_G02.fsa,118.39318914345013,298,Non-induced,D0,0,0.06722309948116399,125.27363021641143
20230801_plate0117_G02.fsa,118.44694258933266,468,Non-induced,D0,0,0.10557184750733138,125.27363021641143
20230801_plate0117_G02.fsa,118.50069603521514,737,Non-induced,D0,0,0.1662531017369727,125.27363021641143
20230801_plate0117_G02.fsa,118.55444948109768,1014,Non-induced,D0,0,0.2287390029325513,125.27363021641143
20230801_plate0117_G02.fsa,118.60820292698018,1288,Non-induced,D0,0,0.29054816151590346,125.27363021641143
20230801_plate0117_G02.fsa,118.66195637286269,1269,Non-induced,D0,0,0.28626212497180237,125.27363021641143
20230801_plate0117_G02.fsa,118.7157098187452,998,Non-induced,D0,0,0.22512970900067675,125.27363021641143
20230801_plate0117_G02.fsa,118.7694632646277,624,Non-induced,D0,0,0.14076246334310852,125.27363021641143
20230801_plate0117_G02.fsa,118.82321671051021,333,Non-induced,D0,0,0.07511842995713963,125.27363021641143
20230801_plate0117_G02.fsa,118.87697015639274,174,Non-induced,D0,0,0.039251071509136023,125.27363021641143
20230801_plate0117_G02.fsa,118.93072360227522,97,Non-induced,D0,0,0.021881344461989624,125.27363021641143
20230801_plate0117_G02.fsa,118.98447704815776,85,Non-induced,D0,0,0.01917437401308369,125.27363021641143
20230801_plate0117_G02.fsa,119.03823049404029,77,Non-induced,D0,0,0.017369727047146403,125.27363021641143
20230801_plate0117_G02.fsa,119.09198393992277,80,Non-induced,D0,0,0.018046469659372885,125.27363021641143
20230801_plate0117_G02.fsa,119.1457373858053,83,Non-induced,D0,0,0.018723212271599367,125.27363021641143
20230801_plate0117_G02.fsa,119.19949083168778,115,Non-induced,D0,0,0.02594180013534852,125.27363021641143
20230801_plate0117_G02.fsa,119.25324427757032,172,Non-induced,D0,0,0.03879990976765171,125.27363021641143
20230801_plate0117_G02.fsa,119.3069977234528,272,Non-induced,D0,0,0.06135799684186781,125.27363021641143
20230801_plate0117_G02.fsa,119.36075116933533,439,Non-induced,D0,0,0.09903000225580871,125.27363021641143
20230801_plate0117_G02.fsa,119.41450461521781,713,Non-induced,D0,0,0.16083916083916083,125.27363021641143
20230801_plate0117_G02.fsa,119.46825806110034,1143,Non-induced,D0,0,0.2578389352582901,125.27363021641143
20230801_plate0117_G02.fsa,119.52201150698285,1536,Non-induced,D0,0,0.3464922174599594,125.27363021641143
20230801_plate0117_G02.fsa,119.57576495286536,1805,Non-induced,D0,0,0.4071734716896007,125.27363021641143
20230801_plate0117_G02.fsa,119.62951839874786,1701,Non-induced,D0,0,0.383713061132416,125.27363021641143
20230801_plate0117_G02.fsa,119.6832718446304,1210,Non-induced,D0,0,0.2729528535980149,125.27363021641143
20230801_plate0117_G02.fsa,119.73702529051288,735,Non-induced,D0,0,0.1658019399954884,125.27363021641143
20230801_plate0117_G02.fsa,119.79077873639541,391,Non-induced,D0,0,0.08820212046018498,125.27363021641143
20230801_plate0117_G02.fsa,119.84453218227794,197,Non-induced,D0,0,0.04443943153620573,125.27363021641143
20230801_plate0117_G02.fsa,119.89828562816042,127,Non-induced,D0,0,0.028648770584254454,125.27363021641143
20230801_plate0117_G02.fsa,119.95203907404296,87,Non-induced,D0,0,0.019625535754568012,125.27363021641143
20230801_plate0117_G02.fsa,120.00579251992544,98,Non-induced,D0,0,0.022106925332731786,125.27363021641143
20230801_plate0117_G02.fsa,120.05954596580797,94,Non-induced,D0,0,0.021204601849763142,125.27363021641143
20230801_plate0117_G02.fsa,120.11329941169045,118,Non-induced,D0,0,0.026618542747575007,125.27363021641143
20230801_plate0117_G02.fsa,120.16705285757298,171,Non-induced,D0,0,0.038574328896909545,125.27363021641143
20230801_plate0117_G02.fsa,120.22080630345546,258,Non-induced,D0,0,0.058199864651477556,125.27363021641143
20230801_plate0117_G02.fsa,120.274559749338,412,Non-induced,D0,0,0.09293931874577036,125.27363021641143
20230801_plate0117_G02.fsa,120.3283131952205,644,Non-induced,D0,0,0.14527408075795173,125.27363021641143
20230801_plate0117_G02.fsa,120.38206664110301,1059,Non-induced,D0,0,0.23889014211594856,125.27363021641143
20230801_plate0117_G02.fsa,120.43582008698552,1560,Non-induced,D0,0,0.3519061583577713,125.27363021641143
20230801_plate0117_G02.fsa,120.48957353286805,2100,Non-induced,D0,0,0.4737198285585382,125.27363021641143
20230801_plate0117_G02.fsa,120.54332697875053,2376,Non-induced,D0,0,0.5359801488833746,125.27363021641143
20230801_plate0117_G02.fsa,120.59708042463306,2108,Non-induced,D0,0,0.4755244755244755,125.27363021641143
20230801_plate0117_G02.fsa,120.65083387051557,1471,Non-induced,D0,0,0.33182946086171894,125.27363021641143
20230801_plate0117_G02.fsa,120.70458731639808,836,Non-induced,D0,0,0.18858560794044665,125.27363021641143
20230801_plate0117_G02.fsa,120.75834076228061,414,Non-induced,D0,0,0.09339048048725468,125.27363021641143
20230801_plate0117_G02.fsa,120.81209420816309,221,Non-induced,D0,0,0.04985337243401759,125.27363021641143
20230801_plate0117_G02.fsa,120.86584765404562,148,Non-induced,D0,0,0.03338596886983984,125.27363021641143
20230801_plate0117_G02.fsa,120.9196010999281,122,Non-induced,D0,0,0.02752086623054365,125.27363021641143
20230801_plate0117_G02.fsa,120.97335454581064,120,Non-induced,D0,0,0.027069704489059328,125.27363021641143
20230801_plate0117_G02.fsa,121.02710799169311,123,Non-induced,D0,0,0.02774644710128581,125.27363021641143
20230801_plate0117_G02.fsa,121.08086143757565,157,Non-induced,D0,0,0.035416196706519285,125.27363021641143
20230801_plate0117_G02.fsa,121.13461488345816,231,Non-induced,D0,0,0.052109181141439205,125.27363021641143
20230801_plate0117_G02.fsa,121.18836832934066,363,Non-induced,D0,0,0.08188585607940446,125.27363021641143
20230801_plate0117_G02.fsa,121.24212177522317,628,Non-induced,D0,0,0.14166478682607714,125.27363021641143
20230801_plate0117_G02.fsa,121.2958752211057,1010,Non-induced,D0,0,0.22783667944958266,125.27363021641143
20230801_plate0117_G02.fsa,121.34962866698818,1555,Non-induced,D0,0,0.35077825400406043,125.27363021641143
20230801_plate0117_G02.fsa,121.40338211287072,2226,Non-induced,D0,0,0.5021430182720505,125.27363021641143
20230801_plate0117_G02.fsa,121.45713555875322,2850,Non-induced,D0,0,0.642905481615159,125.27363021641143
20230801_plate0117_G02.fsa,121.51088900463573,2930,Non-induced,D0,0,0.6609519512745319,125.27363021641143
20230801_plate0117_G02.fsa,121.56464245051826,2373,Non-induced,D0,0,0.5353034062711483,125.27363021641143
20230801_plate0117_G02.fsa,121.61839589640074,1567,Non-induced,D0,0,0.3534852244529664,125.27363021641143
20230801_plate0117_G02.fsa,121.67214934228328,864,Non-induced,D0,0,0.19490187232122716,125.27363021641143
20230801_plate0117_G02.fsa,121.72590278816575,407,Non-induced,D0,0,0.09181141439205956,125.27363021641143
20230801_plate0117_G02.fsa,121.77965623404829,238,Non-induced,D0,0,0.05368824723663433,125.27363021641143
20230801_plate0117_G02.fsa,121.83340967993077,150,Non-induced,D0,0,0.03383713061132416,125.27363021641143
20230801_plate0117_G02.fsa,121.8871631258133,139,Non-induced,D0,0,0.03135574103316039,125.27363021641143
20230801_plate0117_G02.fsa,121.94091657169581,136,Non-induced,D0,0,0.030678998420933905,125.27363021641143
20230801_plate0117_G02.fsa,121.99467001757831,163,Non-induced,D0,0,0.036769681930972256,125.27363021641143
20230801_plate0117_G02.fsa,122.04842346346082,214,Non-induced,D0,0,0.048274306338822466,125.27363021641143
20230801_plate0117_G02.fsa,122.10217690934333,353,Non-induced,D0,0,0.07963004737198286,125.27363021641143
20230801_plate0117_G02.fsa,122.15593035522583,537,Non-induced,D0,0,0.12113692758854049,125.27363021641143
20230801_plate0117_G02.fsa,122.20968380110837,930,Non-induced,D0,0,0.2097902097902098,125.27363021641143
20230801_plate0117_G02.fsa,122.26343724699088,1479,Non-induced,D0,0,0.33363410782765623,125.27363021641143
20230801_plate0117_G02.fsa,122.31719069287338,2243,Non-induced,D0,0,0.5059778930746672,125.27363021641143
20230801_plate0117_G02.fsa,122.37094413875592,3120,Non-induced,D0,0,0.7038123167155426,125.27363021641143
20230801_plate0117_G02.fsa,122.4246975846384,3514,Non-induced,D0,0,0.792691179787954,125.27363021641143
20230801_plate0117_G02.fsa,122.47845103052093,3250,Non-induced,D0,0,0.7331378299120235,125.27363021641143
20230801_plate0117_G02.fsa,122.53220447640341,2392,Non-induced,D0,0,0.5395894428152492,125.27363021641143
20230801_plate0117_G02.fsa,122.58595792228594,1431,Non-induced,D0,0,0.32280622603203246,125.27363021641143
20230801_plate0117_G02.fsa,122.63971136816842,736,Non-induced,D0,0,0.16602752086623054,125.27363021641143
20230801_plate0117_G02.fsa,122.69346481405096,366,Non-induced,D0,0,0.08256259869163095,125.27363021641143
20230801_plate0117_G02.fsa,122.74721825993343,214,Non-induced,D0,0,0.048274306338822466,125.27363021641143
20230801_plate0117_G02.fsa,122.80097170581597,182,Non-induced,D0,0,0.04105571847507331,125.27363021641143
20230801_plate0117_G02.fsa,122.85472515169847,158,Non-induced,D0,0,0.035641777577261446,125.27363021641143
20230801_plate0117_G02.fsa,122.90847859758098,161,Non-induced,D0,0,0.03631852018948793,125.27363021641143
20230801_plate0117_G02.fsa,122.96223204346352,217,Non-induced,D0,0,0.04895104895104895,125.27363021641143
20230801_plate0117_G02.fsa,123.01598548934602,308,Non-induced,D0,0,0.06947890818858561,125.27363021641143
20230801_plate0117_G02.fsa,123.06973893522853,498,Non-induced,D0,0,0.11233927362959621,125.27363021641143
20230801_plate0117_G02.fsa,123.12349238111103,800,Non-induced,D0,0,0.18046469659372885,125.27363021641143
20230801_plate0117_G02.fsa,123.17724582699357,1262,Non-induced,D0,0,0.2846830588766073,125.27363021641143
20230801_plate0117_G02.fsa,123.23099927287605,2072,Non-induced,D0,0,0.46740356417775775,125.27363021641143
20230801_plate0117_G02.fsa,123.28475271875858,2997,Non-induced,D0,0,0.6760658696142567,125.27363021641143
20230801_plate0117_G02.fsa,123.33850616464106,3806,Non-induced,D0,0,0.858560794044665,125.27363021641143
20230801_plate0117_G02.fsa,123.3922596105236,4000,Non-induced,D0,0,0.9023234829686443,125.27363021641143
20230801_plate0117_G02.fsa,123.44601305640607,3344,Non-induced,D0,0,0.7543424317617866,125.27363021641143
20230801_plate0117_G02.fsa,123.49976650228861,2229,Non-induced,D0,0,0.502819760884277,125.27363021641143
20230801_plate0117_G02.fsa,123.55351994817109,1272,Non-induced,D0,0,0.28693886758402887,125.27363021641143
20230801_plate0117_G02.fsa,123.60727339405362,650,Non-induced,D0,0,0.1466275659824047,125.27363021641143
20230801_plate0117_G02.fsa,123.66102683993613,329,Non-induced,D0,0,0.07421610647417098,125.27363021641143
20230801_plate0117_G02.fsa,123.71478028581863,212,Non-induced,D0,0,0.04782314459733815,125.27363021641143
20230801_plate0117_G02.fsa,123.76853373170117,181,Non-induced,D0,0,0.04083013760433115,125.27363021641143
