unique_id,QC_comments,QC_modal_peak_height,QC_peak_number,modal_peak_repeat,modal_peak_height,index_peak_repeat,index_peak_height,index_weighted_mean_repeat,n_peaks_total,n_peaks_analysis_subset,n_peaks_analysis_subset_expansions,min_repeat,max_repeat,mean_repeat,weighted_mean_repeat,median_repeat,max_height,max_delta_neg,max_delta_pos,average_repeat_gain,instabity_index_jml,abs_index,expansion_index,pps_index,som_mos_index,contration_index,skewness,kurtosis,expansion_percentile_0.5,expansion_percentile_0.75,expansion_percentile_0.9,expansion_percentile_0.95,well,name,plate_id,cell_strain,pre_sort,fbs_type,dox_status,day,repeat_length_control_repeats,metrics_control,size_std,metrics_grouping
20231124_plate1124_C08.fsa,NA,NA,NA,121.98,2662,120.13,2152,121.15857901364956,32,30,21,111.31333333333333,139.46,125.16344444444445,124.1395787231983,125.08666666666667,2662,-8.816666666666663,19.330000000000013,2.9809997095487404,4.009578723198303,5.175210396399019,5.6623856583596,9.491359879789632,9.491359879789632,-2.31773453439581,-0.005388897911986545,-2.999970959779294,4.194838990426465,7.869659666908049,11.660512681159425,14.030525821596251,C08,20231124_plate1124_C08,20231124,RPE1_481_23,plus,std,Induced,27,NA,FALSE,FALSE,"Enriched
responders"
20231124_plate1124_D04.fsa,NA,NA,NA,122.88333333333333,1250,119.19666666666666,737,119.48351735505682,31,29,22,112.32,139.33333333333334,125.65528735632184,124.44878042644191,125.57,1250,-6.876666666666665,20.136666666666684,4.965263071385095,5.252113759775255,5.926792251084979,6.380436052077357,10.1424,10.1424,-1.9805600689315574,-0.007930765256321394,-2.999937102962449,4.978795662100466,8.42775599128541,12.911475583864139,15.288676923076936,D04,20231124_plate1124_D04,20231124,RPE1_481_23,minus,std,Non-induced,27,NA,FALSE,FALSE,"Enriched
non-responders"
20231124_plate1124_D05.fsa,NA,NA,NA,125.49666666666667,2093,120.12333333333333,946,121.15857901364956,32,29,23,114.25999999999999,141.52333333333334,127.5364367816092,126.4981617394715,127.31,2093,-5.863333333333344,21.400000000000006,5.339582725821941,6.3748284061381595,6.749748982693535,7.100943115956447,11.008122312470139,11.008122312470139,-1.694307078763708,-0.006063836512653833,-2.9999632298867476,5.946504454530174,9.442881226053634,13.066004687499998,15.526056746031738,D05,20231124_plate1124_D05,20231124,RPE1_481_23,plus,std,Non-induced,27,NA,FALSE,FALSE,"Enriched
responders"
20231124_plate1124_D07.fsa,NA,NA,NA,120.12333333333333,2474,119.14,2278,119.48351735505682,33,31,22,110.33333333333333,139.39666666666668,124.6858064516129,122.54183276173987,124.63,2474,-8.806666666666672,20.256666666666675,3.0583154066830502,3.4018327617398647,4.7736260113874724,5.2973797914419265,8.367421180274858,8.367421180274858,-2.254765032107411,-0.005770329882762277,-2.999966703293044,3.6113608494093086,6.984668813247465,11.917406103286385,14.777567693744167,D07,20231124_plate1124_D07,20231124,RPE1_481_23,minus,std,Induced,27,NA,FALSE,FALSE,"Enriched
non-responders"
20231124_plate1124_D08.fsa,NA,NA,NA,123.75999999999999,1974,120.11666666666667,1755,121.15857901364956,36,35,22,107.42333333333333,140.54333333333332,123.74780952380952,123.78014542027131,123.75999999999999,1974,-12.693333333333342,20.426666666666648,2.6215664066217528,3.6634787536046423,5.434731993581756,5.92071296093464,10.562816616008105,10.562816616008105,-3.0461167071900035,-0.005801904846000758,-2.9999663379001578,4.569051675184542,8.109273433166939,11.806071616640315,14.424270833333315,D08,20231124_plate1124_D08,20231124,RPE1_481_23,plus,std,Induced,27,NA,FALSE,FALSE,"Enriched
responders"
20231124_plate1124_E05.fsa,NA,NA,NA,126.39999999999999,2394,120.12,943,121.15857901364956,45,39,27,90.66333333333334,145.83666666666667,124.30854700854701,126.57679340078064,126.39999999999999,2394,-29.456666666666663,25.71666666666667,5.418214387131087,6.456793400780655,8.03189766883953,7.920443957130723,11.952798663324979,11.952798663324979,-6.958660411780043,-0.00543101416091667,-2.9999705040851836,6.5747632743362745,10.359330165195749,14.5810197109067,17.640218309859144,E05,20231124_plate1124_E05,20231124,RPE1_481_23,plus,std,Non-induced,27,NA,FALSE,FALSE,"Enriched
responders"
20231124_plate1124_E07.fsa,NA,NA,NA,121.09666666666668,2616,119.13333333333333,2419,119.48351735505682,31,30,19,108.37666666666667,136.13,122.25044444444444,121.29657993103648,122.40666666666667,2616,-10.75666666666666,16.99666666666667,1.8130625759796573,2.1632465977031554,4.5434233529406125,4.825373945433579,8.167813455657493,8.167813455657493,-3.172251486830921,-0.0053829609357947915,-2.9999710237315638,3.5236160841148116,6.4798131600325,10.103542205791761,12.396199513381998,E07,20231124_plate1124_E07,20231124,RPE1_481_23,minus,std,Induced,27,NA,FALSE,FALSE,"Enriched
non-responders"
20231124_plate1124_E08.fsa,NA,NA,NA,122.88,2704,120.12666666666667,2308,121.15857901364956,34,30,20,110.37333333333333,138.30666666666667,124.20155555555556,123.11982110599615,124.19,2704,-9.75333333333333,18.180000000000007,1.9612420923465947,2.9931544393294884,4.5666068410931775,4.970805905717972,8.651997041420119,8.651997041420119,-2.5640505808248655,-0.005397761688458499,-2.9999708641687546,3.677396812423378,6.530416379903643,10.147503267973851,12.724789215686275,E08,20231124_plate1124_E08,20231124,RPE1_481_23,plus,std,Induced,27,NA,FALSE,FALSE,"Enriched
responders"
20231124_plate1124_F04.fsa,NA,NA,NA,123.69333333333333,1996,119.15333333333332,1102,119.48351735505682,39,35,24,108.39333333333333,141.58666666666667,124.67809523809524,124.58853486204985,124.58999999999999,1996,-10.759999999999991,22.43333333333335,5.105017506993036,5.435201528716525,6.605062929804081,7.094366833472348,11.014028056112224,11.014028056112224,-3.0718373288731873,-0.005948693669050595,-2.9999646130436317,5.649032634032636,9.645468750000022,13.818048359240075,16.273875765529315,F04,20231124_plate1124_F04,20231124,RPE1_481_23,minus,std,Non-induced,27,NA,FALSE,FALSE,"Enriched
non-responders"
20231124_plate1124_F05.fsa,NA,NA,NA,125.46666666666665,2039,120.06666666666666,1141,121.15857901364956,35,35,25,105.39333333333333,143.67999999999998,126.45019047619047,126.32862384364277,126.34666666666668,2039,-14.673333333333332,23.613333333333316,5.170044829993216,6.26195717697611,7.189106723819659,7.693991218650827,12.701814615007356,12.701814615007356,-2.869154402272141,-0.005593579570507655,-2.9999687118675884,6.374232549857565,10.384222903885494,14.568986434108535,17.481148919753085,F05,20231124_plate1124_F05,20231124,RPE1_481_23,plus,std,Non-induced,27,NA,FALSE,FALSE,"Enriched
responders"
20231124_plate1124_F07.fsa,NA,NA,NA,119.08,2415,119.08,2415,119.48351735505682,32,32,19,106.35000000000001,136,121.2271875,120.74774010376981,121.49166666666667,2415,-12.72999999999999,16.92,1.2642227487129958,1.6677401037698223,4.722910090345052,5.104630120708895,8.52505175983437,8.52505175983437,-3.4737433993399303,-0.005216547258381389,-2.999972787634701,3.855738190858664,7.30838801218163,10.456401242787406,12.230028861788618,F07,20231124_plate1124_F07,20231124,RPE1_481_23,minus,std,Induced,27,NA,FALSE,FALSE,"Enriched
non-responders"
20231124_plate1124_F08.fsa,NA,NA,NA,121.05,3048,120.06666666666666,3030,121.15857901364956,39,36,21,105.44666666666666,139.27,122.24453703703703,122.56330257888835,122.39833333333334,3048,-14.620000000000005,19.203333333333347,1.4047235652387968,2.49663591222169,4.927904533077047,5.358048504184586,8.460629921259843,8.460629921259843,-3.199361325407865,-0.00490172522072131,-2.9999759730898603,3.7809049360146227,7.354437086092707,11.923515331355114,14.241555120678415,F08,20231124_plate1124_F08,20231124,RPE1_481_23,plus,std,Induced,27,NA,FALSE,FALSE,"Enriched
responders"
20231124_plate1124_G04.fsa,NA,NA,NA,122.80333333333334,1538,119.05666666666667,929,119.48351735505682,34,32,24,111.21333333333332,141.51333333333335,126.06760416666667,124.79690537005216,125.90833333333333,1538,-7.843333333333348,22.456666666666678,5.31338801499534,5.740238703385498,6.506169754949765,7.0429441091109775,11.172301690507153,11.172301690507153,-2.204329501915713,-0.006814715502091475,-2.9999535596526252,5.541788258413164,9.422260990183522,14.020639215686275,16.535891397849458,G04,20231124_plate1124_G04,20231124,RPE1_481_23,minus,std,Non-induced,27,NA,FALSE,FALSE,"Enriched
non-responders"
20231124_plate1124_G05.fsa,NA,NA,NA,125.39,2045,120.01666666666667,1029,121.15857901364956,43,43,25,102.51333333333334,143.61333333333334,122.68542635658915,125.65417695074412,122.72000000000001,2045,-17.50333333333333,23.596666666666678,4.4955979370945585,5.63751028407745,7.409072817729536,7.5114190412419735,12.14523227383863,12.14523227383863,-5.375117297261973,-0.005683836948362739,-2.999967693997544,6.216614133197761,9.957681785457156,14.128219620958749,17.059812500000003,G05,20231124_plate1124_G05,20231124,RPE1_481_23,plus,std,Non-induced,27,NA,FALSE,FALSE,"Enriched
responders"
20231124_plate1124_G07.fsa,NA,NA,NA,121.83,3334,118.97666666666667,2511,119.48351735505682,35,32,23,110.17666666666666,140.34666666666666,125.00208333333333,122.68345481799088,124.935,3334,-8.800000000000011,21.36999999999999,3.1999374629340593,3.7067881513242096,4.955397701029216,5.410718663923085,8.183263347330534,8.183263347330534,-2.3542377337408453,-0.0051131667648775265,-2.9999738555256346,3.7862516709199223,6.909463135687309,11.610723048327129,15.07552298850573,G07,20231124_plate1124_G07,20231124,RPE1_481_23,minus,std,Induced,27,NA,FALSE,FALSE,"Enriched
non-responders"
20231124_plate1124_G08.fsa,NA,NA,NA,123.61666666666667,3302,120.01666666666667,2928,121.15857901364956,39,39,21,102.55666666666667,139.29999999999998,120.71512820512821,122.9745926341023,121,3302,-17.459999999999994,19.283333333333317,1.8160136204527362,2.957925967435635,5.786950593069955,5.973065996410559,10.868261659600243,10.868261659600241,-4.383809000038593,-0.004321963516435311,-2.999981320631363,4.699957552175446,8.3352216312056715,11.948171259842525,14.075530930470345,G08,20231124_plate1124_G08,20231124,RPE1_481_23,plus,std,Induced,27,NA,FALSE,FALSE,"Enriched
responders"
20231124_plate1124_H04.fsa,NA,NA,NA,123.60666666666667,2707,119.03666666666668,1614,119.48351735505682,34,29,21,111.17,138.12333333333333,124.51310344827586,123.75849027819324,124.50999999999999,2707,-7.866666666666674,19.08666666666666,4.274972923136417,4.721823611526563,5.536107587994809,5.949799430911226,9.645733284078316,9.645733284078316,-2.1861157511510956,-0.00546930083014016,-2.9999700867484296,4.886329723225019,7.887214119019825,11.213397822445557,13.253020202020178,H04,20231124_plate1124_H04,20231124,RPE1_481_23,minus,std,Non-induced,27,NA,FALSE,FALSE,"Enriched
non-responders"
20231124_plate1124_H05.fsa,NA,NA,NA,123.54333333333334,3034,119.96333333333332,1879,121.15857901364956,37,35,26,111.11666666666667,144.53,127.42704761904761,126.09012481838595,127.09666666666668,3034,-8.84666666666665,24.566666666666677,4.931545804736388,6.126791485052623,6.835052979938076,7.289352612987366,12.31179960448253,12.311799604482532,-2.3256821358006796,-0.004691889244427391,-2.999977986175318,5.81972309849283,9.803139514580076,14.127702093397764,17.55793638170974,H05,20231124_plate1124_H05,20231124,RPE1_481_23,plus,std,Non-induced,27,NA,FALSE,FALSE,"Enriched
responders"
20231124_plate1124_H07.fsa,NA,NA,NA,121.74333333333334,3616,118.86333333333333,2672,119.48351735505682,46,32,17,96.90666666666668,133.70666666666668,118.59229166666667,121.26759995262509,119.35666666666667,3616,-21.95666666666665,14.843333333333348,1.784082597568272,2.404266619291747,4.509157064785208,4.459915517862409,7.445519911504425,7.445519911504425,-3.5950105476087275,-0.005037799357302755,-2.9999746205776354,3.42263857033639,5.835232062419569,8.749387170675842,10.776201471420487,H07,20231124_plate1124_H07,20231124,RPE1_481_23,minus,std,Induced,27,NA,FALSE,FALSE,"Enriched
non-responders"
20231124_plate1124_H08.fsa,NA,NA,NA,122.63666666666667,4035,119.90333333333332,3192,121.15857901364956,33,30,20,110.12,138.06,123.95233333333333,123.14297196779363,123.94833333333335,4035,-9.783333333333317,18.15666666666668,1.9843929541440701,3.239638634460305,4.755545312469097,5.175817751822836,8.675836431226765,8.675836431226767,-2.6065571354060286,-0.004447784282147226,-2.9999802172149796,3.8482215691513266,6.850087264150955,10.70269256987051,13.109302786709545,H08,20231124_plate1124_H08,20231124,RPE1_481_23,plus,std,Induced,27,NA,FALSE,FALSE,"Enriched
responders"
